"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,29.58,28.22,75,0,0,0,0
1984,16,7.3,8.23,51.69,42.61,0,13.91,56.52
1985,16,18.21,40.99,75,0,0,0,0
1986,16,50,50,75,0,0,0,0
1987,16,60.78,24.04,31.45,0,0,79.18,79.18
1988,16,20.81,25,75,0,0,0,0
1989,16,18.95,27.12,60.93,0,0,0,0
1990,16,23.74,23.74,50,0,0,19.35,19.35
1991,16,19.65,12.41,62.41,0,0,0,0
1992,16,0,4.73,54.73,100,0,4.11,104.11
1993,16,34.92,34.15,75,0,0,0,0
1994,16,53.92,49.75,74.36,0,0,0,0
1995,16,0,25,75,100,0,0,100
1996,16,50.66,37.9,63.59,0,0,0,0
1997,16,29.27,32.56,51.01,0,0,16.1,16.1
1998,16,40.85,50,75,0,0,0,0
1999,16,22.3,44.27,75,0,0,0,0
2000,16,27.39,44.04,69.04,0,0,0,0
2001,16,0,18.82,68.82,100,0,0,100
2002,16,3.56,4.89,48.46,100,0,24.33,124.33
2003,16,16.8,26.63,47.83,0,0,26.35,26.35
2004,16,18.07,22.21,41.15,0,0,47.91,47.91
2005,16,25,49.86,74.86,0,0,0,0
2006,16,25,33.47,49.59,0,0,20.68,20.68
2007,16,10.44,25,75,0,0,0,0
2008,16,1.25,25,75,100,0,0,100
2009,16,10.55,21.35,60.8,0,0,0,0
2010,16,36.32,23.37,68.25,0,0,0,0
2011,16,45.3,45.3,75,0,0,0,0
2012,16,30.38,50,75,0,0,0,0
2013,16,8.34,26.65,68.31,16.39,0,0,16.39
2014,16,6.69,30.05,66.72,57.76,0,0,57.76
2015,16,5.7,27.09,75,82.46,0,0,82.46
2016,16,46.72,50,75,0,0,0,0
2017,16,27.71,44.43,75,0,0,0,0
2018,16,42.91,49.28,62.63,0,0,0,0
2019,16,64.73,30.28,65.55,0,0,0,0
