T2,MODIS HAIN ET
Oct 2000,42.7
Oct 2001,7.4
Oct 2002,1.8
Oct 2003,45.3
Oct 2004,17.8
Oct 2005,43.8
Oct 2006,60.9
Oct 2007,73.7
Oct 2008,67.8
Oct 2009,23.0
Oct 2010,68.4
Oct 2011,50.1
Oct 2012,42.7
Oct 2013,29.7
Oct 2014,51.7
