Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0.0181818181818182,0.0181818181818182,0,0.0181818181818182,0,0,0.0181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0
6,0,0,0.691176470588235,0,0,0,0,0.691176470588235,0,0,0,0,0.691176470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0,0,0,0,0,0,0
7,0,0,28.45,10.4728571428571,0,0,0,5.15,26.9,0,0,5.32285714285714,23.3,78.5,37.5,0,0,0,0,30.4,0,0,26.9,30.4,0,0,21.6,21.6,0,0,0,41,0,0,0,0,0
8,9.57142857142857,24.6,17.1228571428571,33.2,7.55142857142857,0,23.3,0,18.9,18.9,0,0,24.6,0,37.5,0,0,0,30.3,0,0,21.8,76.5,57.9,0,0,20.3,33.2,0,0,0,53.4,24.6,48.4,0,0,51.9
9,0,0,30.9542857142857,0,0,0,41.1,68.3,0,0,0,9.95428571428573,0,87.7,24.1,21,0,26.9,24.1,98.8,0,0,26.9,30.4,26.8,0,37.5,0,0,57.8,0,0,19.4,0,0,0,51.3
10,11.2228571428571,0,17.8235294117647,38.1,33.4,38.2,6.4,18.1,53,8.2,47.5,10.7235294117647,21.9463865546218,32.1,58.6,0,0,118,9.1,28.8,0,41.2,0,30.4,25.5,14.1,6.6,26.9,14.1,14.4,10,8.1,0,10.9,0,33.7,24.9
