"","MIXEDET"
"1983",11.5102860820535
"1984",-1.6676814414842
"1985",27.402171310278
"1986",3.82186988070727
"1987",55.4704403560331
"1988",14.3540408047932
"1989",-2.45604759520995
"1990",-7.75615593226792
"1991",27.9864755691185
"1992",36.2256252855197
"1993",30.6830238990744
"1994",28.9867405590397
"1995",39.8236102541627
"1996",29.4935796672369
"1997",33.7784650061999
"1998",-17.6284036493902
"1999",37.3919731470535
"2000",6.9
"2001",10.3
"2002",1.5
"2003",36
"2004",3
"2005",33.3
"2006",22.9
"2007",56.8
"2008",44.2
"2009",27.8
"2010",50.5
"2011",15.7
"2012",34.6
"2013",7.3
"2014",17.1
