"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,27.99,3.82,51.81,0,0,7.54,7.54
1984,16,29.55,28.23,51.53,0,0,8.51,8.51
1985,16,5.26,25.53,75,0,0,0,0
1986,16,25,50,75,0,0,0,0
1987,16,37.15,31.18,38.19,0,0,54.51,54.51
1988,16,3.71,25,75,100,0,0,100
1989,16,2.89,4.02,54.02,100,0,0,100
1990,16,0,15.35,65.35,100,0,0,100
1991,16,4.4,18.14,56.37,100,0,0,100
1992,16,18.72,24.16,55.44,0,0,0,0
1993,16,30.19,25,75,0,0,0,0
1994,16,50,50,75,0,0,0,0
1995,16,8.71,33.71,75,0,0,0,0
1996,16,39.84,24.29,65.03,0,0,0,0
1997,16,51.03,41.75,75,0,0,0,0
1998,16,20.3,25,75,0,0,0,0
1999,16,5.67,26.95,75,0,0,0,0
2000,16,23.12,31.65,61.21,0,0,0,0
2001,16,9,8.22,53.69,0,0,1.07,1.07
2002,16,8.68,17,46.43,0,0,26.11,26.11
2003,16,15.84,34.65,62.8,0,0,0,0
2004,16,10.89,10.89,44.19,0,0,33.83,33.83
2005,16,11.63,36.63,55.99,0,0,0,0
2006,16,28.09,30.99,55.99,0,0,0,0
2007,16,11.38,33.41,75,0,0,0,0
2008,16,0,17.9,67.9,100,0,0,100
2009,16,17.65,27.71,69.23,0,0,0,0
2010,16,0,4.07,54.07,100,0,0,100
2011,16,25,11.22,40.56,0,0,46.33,46.33
2012,16,29.61,50,64.11,0,0,0,0
2013,16,4.32,17.43,63.11,100,0,0,100
2014,16,0,25,75,100,0,0,100
2015,16,0,9.45,58.89,100,0,0,100
2016,16,7.54,25,75,0,0,0,0
2017,16,0,25,58.71,100,0,0,100
2018,16,4.89,25,75,100,0,0,100
2019,16,20.08,33.05,31.76,0,0,76.7,76.7
