T2,MODIS HAIN ET
Jul 2000,9.7
Jul 2001,11.5
Jul 2002,6.5
Jul 2003,26.8
Jul 2004,4.6
Jul 2005,25.3
Jul 2006,20.8
Jul 2007,46.8
Jul 2008,37.5
Jul 2009,23.1
Jul 2010,47.2
Jul 2011,14.1
Jul 2012,31.5
Jul 2013,3.2
Jul 2014,25.2
