Time,NDVI
Oct 1981,0.3071129
Oct 1982,0.3431129
Oct 1983,0.3249193
Oct 1984,0.2991613
Oct 1985,0.2994033
Oct 1986,0.3953548
Oct 1987,0.3258871
Oct 1988,0.333
Oct 1989,0.3043548
Oct 1990,0.3351291
Oct 1991,0.2674839
Oct 1992,0.3204516
Oct 1993,0.2952097
Oct 1994,0.4124516
Oct 1995,0.4139678
Oct 1996,0.3539194
Oct 1997,0.2916936
Oct 1998,0.4611452
Oct 1999,0.4012258
Oct 2000,0.3688226
Oct 2001,0.4205323
Oct 2002,0.3126452
Oct 2003,0.3587903
Oct 2004,0.3516613
Oct 2005,0.3807581
Oct 2006,0.3837903
