"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,27.31,2.2,34.7,0,0,31,31
1984,16,8.06,9.36,17.9,0,0,87,87
1985,16,5.16,20.08,54.45,0,0,0,0
1986,16,25,50,75,0,0,0,0
1987,16,32.56,30.58,61.62,0,0,0,0
1988,16,0.47,25,75,100,0,0,100
1989,16,51.71,32.51,35.01,0,0,29.96,29.96
1990,16,5.59,5.59,42.68,0,0,4.39,4.39
1991,16,20.35,37.54,75,0,0,0,0
1992,16,0,0,30.12,100,0,46.28,146.28
1993,16,34.43,34.07,75,0,0,0,0
1994,16,17.79,36.38,75,0,0,0,0
1995,16,2.12,11.09,61.09,100,0,0,100
1996,16,35.08,30.19,75,0,0,0,0
1997,16,27.71,34.77,65.61,0,0,0,0
1998,16,16.34,22.57,65.67,0,0,0,0
1999,16,15.08,40.08,75,0,0,0,0
2000,16,9.35,31.82,75,0,0,0,0
2001,16,5.93,15.1,47.59,0,0,0,0
2002,16,5.84,8.52,41.78,0,0,7.4,7.4
2003,16,30.47,36.61,55.92,0,0,0,0
2004,16,5.23,19,39.6,0,0,14.65,14.65
2005,16,18.8,43.8,75,0,0,0,0
2006,16,25,50,51.25,0,0,0,0
2007,16,16.4,27.6,75,0,0,0,0
2008,16,15.31,13.1,63.1,0,0,0,0
2009,16,0,25,75,100,0,0,100
2010,16,3.46,10.52,58.83,100,0,0,100
2011,16,27.17,20.43,56.14,0,0,0,0
2012,16,5.69,30.69,75,0,0,0,0
2013,16,19.28,29.64,60.67,0,0,0,0
2014,16,3.86,3.11,33.6,100,0,34.67,134.67
2015,16,12.91,19.15,39.63,0,0,14.56,14.56
2016,16,5.73,19.01,67.88,0,0,0,0
2017,16,1.5,23.75,62.79,100,0,0,100
2018,16,15,13.16,51.43,0,0,0,0
2019,16,37.22,14.56,54.63,0,0,0,0
