"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,26.79,28.11,75,53.07,0,0,53.07
1984,16,50,50,75,0,0,0,0
1985,16,39.25,39.25,75,0,0,0,0
1986,16,38.51,50,75,2.15,0,0,2.15
1987,16,75,36.53,61.53,0,0,48.12,48.12
1988,16,64.21,39.21,75,0,0,0,0
1989,16,68.05,48.14,75,0,0,0,0
1990,16,50,50,75,0,0,0,0
1991,16,30.32,50,75,37.72,0,0,37.72
1992,16,38.11,50,75,3.88,0,0,3.88
1993,16,60.05,35.05,74.55,0,0,1.6,1.6
1994,16,75,50,75,0,0,0,0
1995,16,60.16,50,75,0,0,0,0
1996,16,75,50,75,0,0,0,0
1997,16,73.55,48.55,72.75,0,0,8.04,8.04
1998,16,58.63,50,75,0,0,0,0
1999,16,37.58,50,75,6.17,0,0,6.17
2000,16,43.05,50,75,0,0,0,0
2001,16,74.44,50,75,0,0,0,0
2002,16,49.56,49.56,75,0,0,0,0
2003,16,42.59,50,75,0,0,0,0
2004,16,20.13,24.95,58.9,82.04,0,57.49,139.53
2005,16,39.95,50,75,0,0,0,0
2006,16,71.19,50,75,0,0,0,0
2007,16,54.51,42.77,75,0,0,0,0
2008,16,75,50,75,0,0,0,0
2009,16,54.14,46.03,75,0,0,0,0
2010,16,35.32,28.45,75,16.02,0,0,16.02
2011,16,75,50,75,0,0,0,0
2012,16,50.75,50,75,0,0,0,0
2013,16,45.2,45.2,75,0,0,0,0
2014,16,30.16,50,75,38.43,0,0,38.43
2015,16,50,50,75,0,0,0,0
2016,16,50,50,75,0,0,0,0
2017,16,34.57,50,75,19.25,0,0,19.25
2018,16,75,50,75,0,0,0,0
2019,16,72.49,45.59,73.11,0,0,6.77,6.77
