Time,precipitation
1-10 Jan 1981,1.364349
11-20 Jan 1981,1.30636
21-31 Jan 1981,1.358415
1-10 Feb 1981,0.5376663
11-20 Feb 1981,0.6503005
21-28 Feb 1981,1.080274
1-10 Mar 1981,5.568778
11-20 Mar 1981,10.58394
21-31 Mar 1981,15.27301
1-10 Apr 1981,2.560574
11-20 Apr 1981,3.96587
21-30 Apr 1981,6.657342
1-10 May 1981,4.094431
11-20 May 1981,24.18475
21-31 May 1981,7.551138
1-10 Jun 1981,5.073552
11-20 Jun 1981,12.18158
21-30 Jun 1981,26.68366
1-10 Jul 1981,138.6432
11-20 Jul 1981,71.20333
21-31 Jul 1981,95.57121
1-10 Aug 1981,85.02691
11-20 Aug 1981,140.3813
21-31 Aug 1981,102.6317
1-10 Sep 1981,26.98775
11-20 Sep 1981,22.72571
21-30 Sep 1981,12.34033
1-10 Oct 1981,11.21115
11-20 Oct 1981,2.147346
21-31 Oct 1981,2.03118
1-10 Nov 1981,2.297165
11-20 Nov 1981,1.717189
21-30 Nov 1981,2.229469
1-10 Dec 1981,1.094262
11-20 Dec 1981,1.442109
21-31 Dec 1981,1.292606
1-10 Jan 1982,2.697179
11-20 Jan 1982,2.520083
21-31 Jan 1982,1.361175
1-10 Feb 1982,2.597058
11-20 Feb 1982,1.092327
21-28 Feb 1982,2.636478
1-10 Mar 1982,9.526417
11-20 Mar 1982,12.04441
21-31 Mar 1982,4.469443
1-10 Apr 1982,11.24538
11-20 Apr 1982,5.463507
21-30 Apr 1982,17.82032
1-10 May 1982,19.55422
11-20 May 1982,26.95434
21-31 May 1982,13.26995
1-10 Jun 1982,7.195
11-20 Jun 1982,25.05002
21-30 Jun 1982,7.292086
1-10 Jul 1982,22.18081
11-20 Jul 1982,36.87012
21-31 Jul 1982,91.08893
1-10 Aug 1982,67.10582
11-20 Aug 1982,97.72581
21-31 Aug 1982,76.66161
1-10 Sep 1982,23.95538
11-20 Sep 1982,7.658186
21-30 Sep 1982,16.19321
1-10 Oct 1982,7.801867
11-20 Oct 1982,4.130434
21-31 Oct 1982,1.51805
1-10 Nov 1982,1.836171
11-20 Nov 1982,2.293038
21-30 Nov 1982,2.356292
1-10 Dec 1982,1.415247
11-20 Dec 1982,1.083378
21-31 Dec 1982,1.38072
1-10 Jan 1983,1.153222
11-20 Jan 1983,2.96828
21-31 Jan 1983,1.35525
1-10 Feb 1983,1.04577
11-20 Feb 1983,1.088508
21-28 Feb 1983,1.719363
1-10 Mar 1983,3.142052
11-20 Mar 1983,4.809141
21-31 Mar 1983,2.753366
1-10 Apr 1983,1.966521
11-20 Apr 1983,1.532026
21-30 Apr 1983,4.872387
1-10 May 1983,19.3057
11-20 May 1983,24.88001
21-31 May 1983,11.05185
1-10 Jun 1983,24.06452
11-20 Jun 1983,8.145769
21-30 Jun 1983,10.00418
1-10 Jul 1983,26.81062
11-20 Jul 1983,69.17894
21-31 Jul 1983,112.6594
1-10 Aug 1983,82.82333
11-20 Aug 1983,69.57536
21-31 Aug 1983,140.022
1-10 Sep 1983,21.45242
11-20 Sep 1983,28.32678
21-30 Sep 1983,14.36344
1-10 Oct 1983,3.72776
11-20 Oct 1983,3.20514
21-31 Oct 1983,2.592481
1-10 Nov 1983,3.26929
11-20 Nov 1983,5.084531
21-30 Nov 1983,3.504935
1-10 Dec 1983,1.302079
11-20 Dec 1983,1.086506
21-31 Dec 1983,1.272633
1-10 Jan 1984,1.303441
11-20 Jan 1984,1.270358
21-31 Jan 1984,1.338734
1-10 Feb 1984,0.5485845
11-20 Feb 1984,0.6199318
21-29 Feb 1984,2.60992
1-10 Mar 1984,5.633153
11-20 Mar 1984,7.2124
21-31 Mar 1984,4.753973
1-10 Apr 1984,2.691228
11-20 Apr 1984,2.392327
21-30 Apr 1984,2.527122
1-10 May 1984,4.379508
11-20 May 1984,14.12418
21-31 May 1984,14.20507
1-10 Jun 1984,18.61686
11-20 Jun 1984,11.49919
21-30 Jun 1984,24.57398
1-10 Jul 1984,46.01824
11-20 Jul 1984,62.2356
21-31 Jul 1984,69.14175
1-10 Aug 1984,68.74965
11-20 Aug 1984,53.34996
21-31 Aug 1984,24.80998
1-10 Sep 1984,34.18289
11-20 Sep 1984,22.2245
21-30 Sep 1984,9.116154
1-10 Oct 1984,3.225262
11-20 Oct 1984,2.50683
21-31 Oct 1984,2.168693
1-10 Nov 1984,3.967344
11-20 Nov 1984,4.601923
21-30 Nov 1984,2.999576
1-10 Dec 1984,2.278134
11-20 Dec 1984,1.824029
21-31 Dec 1984,2.064558
1-10 Jan 1985,1.835156
11-20 Jan 1985,1.865571
21-31 Jan 1985,2.25321
1-10 Feb 1985,1.244078
11-20 Feb 1985,1.423097
21-28 Feb 1985,2.094564
1-10 Mar 1985,5.863402
11-20 Mar 1985,5.629396
21-31 Mar 1985,8.658635
1-10 Apr 1985,16.62088
11-20 Apr 1985,7.612688
21-30 Apr 1985,13.31606
1-10 May 1985,27.04921
11-20 May 1985,20.27556
21-31 May 1985,18.18319
1-10 Jun 1985,12.50706
11-20 Jun 1985,30.24841
21-30 Jun 1985,15.87828
1-10 Jul 1985,56.56765
11-20 Jul 1985,79.94628
21-31 Jul 1985,99.18811
1-10 Aug 1985,70.90878
11-20 Aug 1985,47.5854
21-31 Aug 1985,117.8766
1-10 Sep 1985,58.19853
11-20 Sep 1985,16.01919
21-30 Sep 1985,7.47307
1-10 Oct 1985,2.608789
11-20 Oct 1985,1.586638
21-31 Oct 1985,1.589528
1-10 Nov 1985,2.578849
11-20 Nov 1985,5.775714
21-30 Nov 1985,1.740981
1-10 Dec 1985,1.555037
11-20 Dec 1985,1.12737
21-31 Dec 1985,1.328318
1-10 Jan 1986,1.377407
11-20 Jan 1986,1.328987
21-31 Jan 1986,1.392694
1-10 Feb 1986,1.036942
11-20 Feb 1986,1.173839
21-28 Feb 1986,1.607204
1-10 Mar 1986,3.783114
11-20 Mar 1986,2.549285
21-31 Mar 1986,3.407747
1-10 Apr 1986,3.589543
11-20 Apr 1986,3.101845
21-30 Apr 1986,4.293285
1-10 May 1986,8.756694
11-20 May 1986,17.31405
21-31 May 1986,17.56267
1-10 Jun 1986,21.10604
11-20 Jun 1986,194.3881
21-30 Jun 1986,132.2337
1-10 Jul 1986,76.41688
11-20 Jul 1986,116.5487
21-31 Jul 1986,109.0211
1-10 Aug 1986,111.6688
11-20 Aug 1986,105.9502
21-31 Aug 1986,76.07999
1-10 Sep 1986,94.33215
11-20 Sep 1986,29.07973
21-30 Sep 1986,21.5454
1-10 Oct 1986,15.19839
11-20 Oct 1986,1.50054
21-31 Oct 1986,1.949103
1-10 Nov 1986,1.776954
11-20 Nov 1986,2.09206
21-30 Nov 1986,2.146479
1-10 Dec 1986,1.470402
11-20 Dec 1986,1.136078
21-31 Dec 1986,1.408471
1-10 Jan 1987,1.37128
11-20 Jan 1987,1.343433
21-31 Jan 1987,1.374834
1-10 Feb 1987,0.62297
11-20 Feb 1987,0.7017996
21-28 Feb 1987,1.38872
1-10 Mar 1987,11.76927
11-20 Mar 1987,5.871932
21-31 Mar 1987,5.358039
1-10 Apr 1987,5.655549
11-20 Apr 1987,3.76845
21-30 Apr 1987,2.558158
1-10 May 1987,16.77042
11-20 May 1987,90.68599
21-31 May 1987,63.75948
1-10 Jun 1987,61.50291
11-20 Jun 1987,39.16668
21-30 Jun 1987,20.81178
1-10 Jul 1987,71.98772
11-20 Jul 1987,45.4248
21-31 Jul 1987,27.77458
1-10 Aug 1987,96.87541
11-20 Aug 1987,98.05782
21-31 Aug 1987,117.2539
1-10 Sep 1987,28.66035
11-20 Sep 1987,17.85944
21-30 Sep 1987,18.73983
1-10 Oct 1987,14.48222
11-20 Oct 1987,2.509349
21-31 Oct 1987,2.599259
1-10 Nov 1987,1.88544
11-20 Nov 1987,2.21987
21-30 Nov 1987,2.099205
1-10 Dec 1987,1.575055
11-20 Dec 1987,1.273715
21-31 Dec 1987,1.462502
1-10 Jan 1988,1.151665
11-20 Jan 1988,1.228904
21-31 Jan 1988,1.374348
1-10 Feb 1988,1.431049
11-20 Feb 1988,1.426911
21-29 Feb 1988,3.607014
1-10 Mar 1988,3.315938
11-20 Mar 1988,3.287299
21-31 Mar 1988,2.984517
1-10 Apr 1988,3.086842
11-20 Apr 1988,5.412774
