"","1","2","3"
"1981",28,44,75
"1982",38,44,75
"1983",26,37,75
"1984",57,50,75
"1985",32,39,75
"1986",67,50,75
"1987",58,37,75
"1988",56,49,75
"1989",34,39,75
"1990",35,50,75
"1991",71,50,75
"1992",29,50,75
"1993",56,44,75
"1994",53,50,75
"1995",26,50,75
"1996",50,25,75
"1997",60,50,75
"1998",44,46,75
"1999",41,50,75
"2000",50,50,75
"2001",75,50,75
"2002",45,42,75
"2003",38,50,75
"2004",50,50,75
"2005",25,50,75
"2006",71,50,75
"2007",52,50,75
"2008",62,37,75
"2009",35,39,75
"2010",43,25,75
"2011",56,50,75
"2012",43,50,75
"2013",56,50,75
"2014",36,50,75
"2015",36,31,56
"2016",61,50,75
"2017",28,47,75
"2018",75,50,75
"2019",45,45,75
"2020",62.5641025641026,50,75
