"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,28.16,1.87,40.72,0,0,19.17,19.17
1984,16,11.43,14.07,25.69,0,0,58.72,58.72
1985,16,10.52,10.21,44.9,0,0,8.16,8.16
1986,16,50,50,75,0,0,0,0
1987,16,56.7,15.93,12.61,0,0,93.13,93.13
1988,16,0.61,25,75,100,0,0,100
1989,16,0.26,0,50,100,0,0,100
1990,16,0,0,50,100,0,0,100
1991,16,18.45,25,75,0,0,0,0
1992,16,0,0,50,100,0,0,100
1993,16,29.3,28.39,70.96,0,0,0,0
1994,16,31.68,47.17,75,0,0,0,0
1995,16,0,25,75,100,0,0,100
1996,16,27.28,33.53,75,0,0,0,0
1997,16,27.18,30.94,61.14,0,0,0,0
1998,16,31.52,46.82,71.82,0,0,0,0
1999,16,1.16,26.16,75,100,0,0,100
2000,16,19.07,30.99,61.92,0,0,0,0
2001,16,0,21.76,67.76,100,0,0,100
2002,16,4.03,0,25,100,0,60.53,160.53
2003,16,13.8,13.39,28.64,0,0,50.96,50.96
2004,16,7.12,7.56,45.05,0,0,7.77,7.77
2005,16,0,5.5,49.54,100,0,0,100
2006,16,20.13,19.02,40.59,0,0,19.5,19.5
2007,16,4.8,25,75,100,0,0,100
2008,16,3.84,7.41,49.22,100,0,0,100
2009,16,0,6,56,100,0,0,100
2010,16,4.71,26.76,75,100,0,0,100
2011,16,31.93,31.93,75,0,0,0,0
2012,16,11.97,31.1,58.11,0,0,0,0
2013,16,0.5,13.07,63.07,100,0,0,100
2014,16,7.33,29.26,71.71,0,0,0,0
2015,16,20.76,24.97,68.95,0,0,0,0
2016,16,14.01,16.73,59.82,0,0,0,0
2017,16,0,25,50.64,100,0,0,100
2018,16,16.4,25,68.98,0,0,0,0
2019,16,0,17.88,47.35,100,0,1.7,101.7
