"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,40.26,4.49,48.74,0,0,28.07,28.07
1984,16,36.39,32.29,58.03,0,0,0,0
1985,16,30.79,30.79,75,0,0,0,0
1986,16,25,50,54.75,0,0,9.85,9.85
1987,16,40.67,10.33,31,0,0,81.82,81.82
1988,16,32.59,37.72,75,0,0,0,0
1989,16,19.56,25,75,0,0,0,0
1990,16,6.63,12.05,55.42,72.86,0,7.82,80.68
1991,16,33.73,50,75,0,0,0,0
1992,16,0,4.5,54.5,100,0,10.61,110.61
1993,16,14.33,0,50,0,0,24.24,24.24
1994,16,15.19,40.19,75,0,0,0,0
1995,16,4.25,7.31,57.31,100,0,2.09,102.09
1996,16,50,25,75,0,0,0,0
1997,16,55.92,50,75,0,0,0,0
1998,16,3.19,25,75,100,0,0,100
1999,16,24.37,49.37,75,0,0,0,0
2000,16,15.79,28.09,75,0,0,0,0
2001,16,23.17,48.17,75,0,0,0,0
2002,16,22.69,21.8,53.57,0,0,13.43,13.43
2003,16,15.19,37.75,72.55,0,0,0,0
2004,16,24,28.35,54.35,0,0,11.05,11.05
2005,16,30.02,44.6,75,0,0,0,0
2006,16,0,13.27,63.27,100,0,0,100
2007,16,27.61,50,75,0,0,0,0
2008,16,23.48,32.02,75,0,0,0,0
2009,16,27.17,20.57,70.57,0,0,0,0
2010,16,25,34.84,59.84,0,0,0,0
2011,16,29.95,37.06,75,0,0,0,0
2012,16,10.36,35.36,75,10.61,0,0,10.61
2013,16,25,50,75,0,0,0,0
2014,16,0,25,74.03,100,0,0,100
2015,16,0,25,65.32,100,0,0,100
2016,16,21.08,30.84,67.97,0,0,0,0
2017,16,6.57,31.57,75,73.86,0,0,73.86
2018,16,39.16,25,65.25,0,0,0,0
2019,16,57.78,41.87,66.87,0,0,0,0
