Time,NDVI
Oct 1981,0.5201049
Oct 1982,0.5746533
Oct 1983,0.3356048
Oct 1984,0.2794113
Oct 1985,0.4587258
Oct 1986,0.4738952
Oct 1987,0.4504113
Oct 1988,0.4272178
Oct 1989,0.4167016
Oct 1990,0.4332097
Oct 1991,0.3815484
Oct 1992,0.4949516
Oct 1993,0.4118387
Oct 1994,0.477008
Oct 1995,0.4671533
Oct 1996,0.4233468
Oct 1997,0.381621
Oct 1998,0.3773468
Oct 1999,0.4694355
Oct 2000,0.4614435
Oct 2001,0.4371291
Oct 2002,0.4836048
Oct 2003,0.4392339
Oct 2004,0.3901371
Oct 2005,0.4312823
Oct 2006,0.4349436
