T2,MODIS HAIN ET
Jul 2000,9.2
Jul 2001,19.4
Jul 2002,6.4
Jul 2003,46.9
Jul 2004,5.6
Jul 2005,43.1
Jul 2006,26.4
Jul 2007,71.9
Jul 2008,56.3
Jul 2009,31.8
Jul 2010,55.3
Jul 2011,21.6
Jul 2012,50.2
Jul 2013,10.4
Jul 2014,22.8
