Time,NDVI
Oct 1981,0.5100645
Oct 1982,0.5316533
Oct 1983,0.4323307
Oct 1984,0.3585484
Oct 1985,0.3365726
Oct 1986,0.4715968
Oct 1987,0.4867742
Oct 1988,0.5280807
Oct 1989,0.372879
Oct 1990,0.3615968
Oct 1991,0.4330323
Oct 1992,0.5164355
Oct 1993,0.4303549
Oct 1994,0.5615646
Oct 1995,0.5150242
Oct 1996,0.4833145
Oct 1997,0.3839758
Oct 1998,0.5715001
Oct 1999,0.5323549
Oct 2000,0.5729033
Oct 2001,0.5524436
Oct 2002,0.5338951
Oct 2003,0.5094839
Oct 2004,0.325242
Oct 2005,0.4195565
Oct 2006,0.511629
