"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,29.87,28.45,70.6,0,0,0,0
1984,16,4.96,4.03,49.03,100,0,56.39,156.39
1985,16,13.71,38.71,75,0,0,0,0
1986,16,45.58,50,75,0,0,0,0
1987,16,50.02,34.89,50.13,0,0,51.63,51.63
1988,16,11.24,25,75,0,0,0,0
1989,16,10.88,32.74,75,0,0,0,0
1990,16,11.81,11.81,50,0,0,52.17,52.17
1991,16,9.91,25,75,1.88,0,0,1.88
1992,16,0,18.42,68.42,100,0,0,100
1993,16,35.34,34.52,75,0,0,0,0
1994,16,49.77,49.77,75,0,0,0,0
1995,16,5.65,30.65,75,87.08,0,0,87.08
1996,16,55.01,43.68,61.92,0,0,0.34,0.34
1997,16,37.11,35.96,50,0,0,52.17,52.17
1998,16,44.09,50,75,0,0,0,0
1999,16,14.66,36.81,75,0,0,0,0
2000,16,27.45,45.7,70.7,0,0,0,0
2001,16,0,8.64,58.64,100,0,14.61,114.61
2002,16,3.19,6.79,53.45,100,0,37.17,137.17
2003,16,21.24,38.91,62.35,0,0,0,0
2004,16,18.6,22.8,54.19,0,0,33.94,33.94
2005,16,5.27,30.27,75,94.68,0,0,94.68
2006,16,25,50,65.82,0,0,0,0
2007,16,36.08,50,75,0,0,0,0
2008,16,1.73,25,75,100,0,0,100
2009,16,14.2,39.2,75,0,0,0,0
2010,16,41.32,21.02,66.18,0,0,0,0
2011,16,43.05,43.05,75,0,0,0,0
2012,16,30.41,50,75,0,0,0,0
2013,16,18.89,36.65,67.76,0,0,0,0
2014,16,0,22.68,72.68,100,0,0,100
2015,16,13.75,22.45,72.45,0,0,0,0
2016,16,50,50,75,0,0,0,0
2017,16,25.56,42.05,72.83,0,0,0,0
2018,16,44.63,44.89,75,0,0,0,0
2019,16,65.29,33.76,61.37,0,0,2.72,2.72
