"","1","2","3"
"1981",6,30,75
"1982",17,32,75
"1983",29,25,66
"1984",38,25,75
"1985",28,38,75
"1986",62,50,75
"1987",37,27,65
"1988",43,35,75
"1989",51,50,70
"1990",24,35,70
"1991",54,47,75
"1992",29,42,74
"1993",32,29,75
"1994",57,50,75
"1995",18,31,75
"1996",72,47,75
"1997",58,50,75
"1998",41,50,75
"1999",11,33,75
"2000",10,28,75
"2001",47,47,75
"2002",44,44,72
"2003",47,50,75
"2004",43,50,75
"2005",26,40,75
"2006",29,50,75
"2007",58,44,75
"2008",40,30,75
"2009",17,38,75
"2010",28,27,75
"2011",43,50,75
"2012",33,46,75
"2013",25,50,75
"2014",19,44,75
"2015",29,48,75
"2016",42,42,75
"2017",28,38,75
"2018",71,50,75
"2019",68,43,75
"2020",42.923076923077,43.5897435897436,75
