Time,NDVI
Oct 1981,0.3569597
Oct 1982,0.3668629
Oct 1983,0.334121
Oct 1984,0.2723548
Oct 1985,0.2747984
Oct 1986,0.3714758
Oct 1987,0.3255323
Oct 1988,0.292008
Oct 1989,0.2747823
Oct 1990,0.3134113
Oct 1991,0.2808871
Oct 1992,0.3269194
Oct 1993,0.2586694
Oct 1994,0.4135081
Oct 1995,0.3837097
Oct 1996,0.3739677
Oct 1997,0.3017984
Oct 1998,0.4069194
Oct 1999,0.3808952
Oct 2000,0.3395968
Oct 2001,0.3535726
Oct 2002,0.3174274
Oct 2003,0.3730807
Oct 2004,0.3232822
Oct 2005,0.3456532
Oct 2006,0.3669274
