"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,27.53,2.91,47.43,0,0,0,0
1984,16,10.92,14.42,34.34,0,0,15.52,15.52
1985,16,11,28.22,73.27,0,0,0,0
1986,16,26.1,50,75,0,0,0,0
1987,16,34.22,14.75,11.61,0,0,91.32,91.32
1988,16,0.54,8.31,58.31,100,0,0,100
1989,16,0.14,4.79,29.79,100,0,30.7,130.7
1990,16,0,11.46,50.54,100,0,0,100
1991,16,5.55,30.55,60.73,0,0,0,0
1992,16,0,0,50,100,0,0,100
1993,16,24.22,28.08,64.75,0,0,0,0
1994,16,28.38,44.2,75,0,0,0,0
1995,16,4.1,29.1,75,100,0,0,100
1996,16,26.62,33.33,75,0,0,0,0
1997,16,21.68,27.68,75,0,0,0,0
1998,16,31.24,44.94,66.19,0,0,0,0
1999,16,2.32,26.07,75,100,0,0,100
2000,16,21.38,21.75,41.42,0,0,0,0
2001,16,0,0,42.32,100,0,0,100
2002,16,4.09,0,20.45,100,0,61.83,161.83
2003,16,13.28,9.67,23.61,0,0,51.31,51.31
2004,16,2.21,4.69,38.75,100,0,0.84,100.84
2005,16,0,12.31,53.6,100,0,0,100
2006,16,21.91,21.39,34.12,0,0,16.25,16.25
2007,16,11.76,30.61,75,0,0,0,0
2008,16,3.85,15.89,44.28,100,0,0,100
2009,16,0,4.75,50.47,100,0,0,100
2010,16,0,25,75,100,0,0,100
2011,16,25.55,8.39,45.17,0,0,0,0
2012,16,12.43,32.18,56.14,0,0,0,0
2013,16,1.71,6.66,55.44,100,0,0,100
2014,16,8.22,5.99,50.77,0,0,0,0
2015,16,30.82,20.83,40.6,0,0,0,0
2016,16,12.17,16.52,61.8,0,0,0,0
2017,16,8.9,33.9,31,0,0,26.67,26.67
2018,16,0,24.1,72.43,100,0,0,100
2019,16,0,0,26.6,100,0,41.33,141.33
