"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,7.63,0.88,34.6,0,0,0,0
1984,16,0.3,0.3,8.41,100,0,87.83,187.83
1985,16,0,19.09,41.3,100,0,0,100
1986,16,2.22,2.62,25.4,100,0,27.13,127.13
1987,16,0.71,2.13,8.78,100,0,86.5,186.5
1988,16,0,3.45,53.45,100,0,0,100
1989,16,0.8,7.14,32.14,100,0,3.06,103.06
1990,16,0,0,47.67,100,0,0,100
1991,16,15.73,31.4,50,0,0,0,0
1992,16,0,0,25,100,0,28.57,128.57
1993,16,11.82,7.46,41.87,0,0,0,0
1994,16,0,0,35.52,100,0,0,100
1995,16,3.25,2.33,45.55,100,0,0,100
1996,16,35.5,17.79,42.79,0,0,0,0
1997,16,30.22,34.53,50,0,0,0,0
1998,16,0,17.12,67.12,100,0,0,100
1999,16,0,7.9,57.9,100,0,0,100
2000,16,0,4.03,46.16,100,0,0,100
2001,16,25,25,41.41,0,0,0,0
2002,16,6.35,0,29.09,0,0,13.97,13.97
2003,16,9,14.41,38.63,0,0,0,0
2004,16,4.8,4.8,14.33,100,0,66.68,166.68
2005,16,0,0,42.12,100,0,0,100
2006,16,2.83,25,50,100,0,0,100
2007,16,2.62,25,75,100,0,0,100
2008,16,0,9.29,49.31,100,0,0,100
2009,16,0,2.64,36.31,100,0,0,100
2010,16,0,0,50,100,0,0,100
2011,16,0,0,46.68,100,0,0,100
2012,16,0,0,38.77,100,0,0,100
2013,16,0,0,50,100,0,0,100
2014,16,0,0,25,100,0,28.57,128.57
2015,16,0,6.58,6.58,100,0,94.35,194.35
2016,16,0,12.66,62.66,100,0,0,100
2017,16,0,25,39.49,100,0,0,100
2018,16,22.95,7.3,47.74,0,0,0,0
2019,16,4.5,7.35,38.87,100,0,0,100
