Time,NDVI
Jul 1981,0.3270807
Jul 1982,0.1965323
Jul 1983,0.2388468
Jul 1984,0.2478548
Jul 1985,0.248121
Jul 1986,0.3018629
Jul 1987,0.2720242
Jul 1988,0.1830323
Jul 1989,0.2592984
Jul 1990,0.2555484
Jul 1991,0.2636613
Jul 1992,0.2318145
Jul 1993,0.2878065
Jul 1994,0.2725565
Jul 1995,0.2374678
Jul 1996,0.3696533
Jul 1997,0.334129
Jul 1998,0.1871452
Jul 1999,0.1964436
Jul 2000,0.2308387
Jul 2001,0.2367742
Jul 2002,0.2079839
Jul 2003,0.1648226
Jul 2004,0.2112581
Jul 2005,0.2730242
Jul 2006,0.2551613
