Time,NDVI
Oct 1981,0.4744194
Oct 1982,0.5590887
Oct 1983,0.430742
Oct 1984,0.3409597
Oct 1985,0.3505323
Oct 1986,0.4714194
Oct 1987,0.4830565
Oct 1988,0.4781452
Oct 1989,0.3626694
Oct 1990,0.3394194
Oct 1991,0.3534274
Oct 1992,0.4485323
Oct 1993,0.4048387
Oct 1994,0.5554274
Oct 1995,0.4978387
Oct 1996,0.4751049
Oct 1997,0.3933468
Oct 1998,0.5477339
Oct 1999,0.5060484
Oct 2000,0.5350081
Oct 2001,0.5575484
Oct 2002,0.5499759
Oct 2003,0.4801775
Oct 2004,0.3512097
Oct 2005,0.4005807
Oct 2006,0.4581371
