Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0.0212121212121212,0.0212121212121212,0,0.0212121212121212,0,0,0.0212121212121212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0
6,2.44444444444444,22,3.49150326797385,3.00915032679738,2.44444444444444,0,2.44444444444444,2.92679738562091,2.44444444444444,0.564705882352941,2.44444444444444,2.44444444444444,2.92679738562091,0,2.44444444444444,2.44444444444444,2.44444444444444,0,2.44444444444444,2.44444444444444,21.6444444444444,0,2.44444444444444,2.44444444444444,2.44444444444444,0,18.8444444444444,2.44444444444444,2.44444444444444,0,2.44444444444444,2.44444444444444,2.44444444444444,0,2.44444444444444,2.44444444444444,2.44444444444444
7,0,16.5,4.01764705882353,6.48336134453781,21.4,0,0,4.01764705882353,0,0,0,2.46571428571428,0,24.7,34.1,0,0,0,0,19,0,0,0,27,0,0,36,0,0,0,10,23,0,0,11.2,0,0
8,5.53142857142858,16,10.66,25.9,5.12857142857142,0,14.5,0,21.2,11,27.1,0,27.1,0,23.8,0,0,0,12.6,0,0,0,37.2,30.4,0,0,0,13.5,12,0,0,22.9,18.4,19.6,0,11.1,28.8
9,0,0,23.7114285714286,0,0,0,24.6,19,0,0,17.6,5.91142857142857,0,63.8,0,10.7,0,9.2,35.1,54.8,0,0,28.5,12,14.9,0,24,9.2,0,35.8,0,0,35.4,0,0,0,29
10,7.39142857142858,0,15.5441176470588,22.7,23.8,21.8,0,12.6,32.3,9.6,26.4,6.84411764705882,14.2355462184874,20.7,48.9,0,0,71.5,0,20.4,0,22.7,0,14.6,10.2,8.7,6.7,15.5,11,11.7,7.6,14,0,14.6,0,20.1,14.6
