Time,NDVI
Jul 1981,0.3625807
Jul 1982,0.2202097
Jul 1983,0.2103226
Jul 1984,0.4840484
Jul 1985,0.3246613
Jul 1986,0.5340968
Jul 1987,0.3792742
Jul 1988,0.3772097
Jul 1989,0.4068226
Jul 1990,0.4305807
Jul 1991,0.3998387
Jul 1992,0.2752258
Jul 1993,0.3332097
Jul 1994,0.3302581
Jul 1995,0.4035162
Jul 1996,0.4709194
Jul 1997,0.556758
Jul 1998,0.3908871
Jul 1999,0.3916774
Jul 2000,0.3769839
Jul 2001,0.5736936
Jul 2002,0.3680161
Jul 2003,0.3515484
Jul 2004,0.3940968
Jul 2005,0.3436613
Jul 2006,0.3802419
