"","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2014"
"Jan",12.79435,19.30648,21.81239,13.45311,14.18232,16.63543,12.69997,23.87144,19.21192,10.7881,13.90013,15.65913,13.7943,13.09451
"Feb",8.600131,15.22413,11.75309,13.47673,12.05894,13.13562,10.62937,12.39438,11.37055,10.22968,7.294116,8.870606,7.84137,9.853189
"Mar",11.37665,12.77652,14.00601,12.75332,9.906118,14.37082,9.353059,12.10627,3.994142,12.18844,11.61781,12.97074,9.694455,10.39438
"Apr",9.217678,10.24749,12.34728,11.08857,16.21757,10.70588,9.647149,11.63559,7.788232,8.388232,13.47056,8.447175,8.52955,6.388519
"May",7.83546,7.018043,4.853216,4.612081,4.641265,13.27066,11.61174,7.800339,9.552981,5.453164,14.01148,12.54142,7.235512,11.50607
"Jun",4.288441,3.859099,4.764853,10.12981,15.78266,12.75876,9.764957,18.57686,17.90617,9.7824,15.11752,18.01757,15.11205,9.765296
"Jul",23.78305,23.6654,16.4535,46.07108,31.22989,46.85967,37.95428,58.37056,35.68857,46.04239,55.92296,29.91143,44.28342,39.27707
"Aug",50.80643,60.76475,50.21841,60.53582,61.41817,52.26511,65.6533,63.28792,53.61812,54.95941,74.67014,62.71817,55.22429,62.88823
"Sep",44.6956,49.5592,45.46623,51.13564,45.71955,44.5063,49.85941,52.2119,44.58258,44.92932,52.2177,53.4364,49.3245,53.63517
"Oct",35.23669,32.8064,23.30057,29.56491,26.50039,24.19425,34.15397,28.64702,33.17079,25.44712,30.90625,27.73603,27.43635,36.69398
"Nov",23.04811,17.97076,14.42361,19.34134,17.47665,15.38224,25.0006,18.10552,22.37079,17.09417,18.49448,26.75939,18.51794,24.39435
"Dec",20.16569,16.25894,18.89425,16.10599,17.41791,10.28245,29.93624,13.59386,13.7119,13.37631,13.97659,14.67657,12.81192,18.05301
