"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,29.35,2.77,41.81,0,0,29.63,29.63
1984,16,0.59,25.59,73.7,100,0,0,100
1985,16,0.3,25.3,75,100,0,0,100
1986,16,50,50,75,0,0,0,0
1987,16,36.49,30.45,36.25,0,0,47.59,47.59
1988,16,3.76,25,75,100,0,0,100
1989,16,2.61,16.8,66.8,100,0,0,100
1990,16,0,0,50,100,0,3.23,103.23
1991,16,16.99,9.76,59.76,0,0,0,0
1992,16,0,5.02,55.02,100,0,0,100
1993,16,25.93,25,75,0,0,0,0
1994,16,22.64,25,75,0,0,0,0
1995,16,0,25,75,100,0,0,100
1996,16,16.42,13.69,38.69,0,0,39.7,39.7
1997,16,44.83,50,50,0,0,3.23,3.23
1998,16,29.93,47.69,75,0,0,0,0
1999,16,0,25,75,100,0,0,100
2000,16,27.53,43.79,68.79,0,0,0,0
2001,16,0,9.86,59.86,100,0,0,100
2002,16,4.1,0,25,100,0,83.87,183.87
2003,16,7.34,25.14,49.92,0,0,3.48,3.48
2004,16,7.62,7.62,50,0,0,3.23,3.23
2005,16,20.65,38.4,63.72,0,0,0,0
2006,16,28.67,32.32,49.34,0,0,5.35,5.35
2007,16,3.95,25,75,100,0,0,100
2008,16,17.73,21.37,62.8,0,0,0,0
2009,16,7.84,21.74,60.32,0,0,0,0
2010,16,0,6.56,56.56,100,0,0,100
2011,16,50,50,65.18,0,0,0,0
2012,16,15.84,35.77,75,0,0,0,0
2013,16,1.22,24.95,73.72,100,0,0,100
2014,16,0,25,75,100,0,0,100
2015,16,11.89,23.5,68.95,0,0,0,0
2016,16,47.93,35,60.61,0,0,0,0
2017,16,7.82,32.82,69.87,0,0,0,0
2018,16,15.42,25,75,0,0,0,0
2019,16,38.64,21.5,56.81,0,0,0,0
