Time,HainET30Y Evapotranspiration
Jul 1983,21.72923
Jul 1984,8.31782
Jul 1985,25.43319
Jul 1986,28.76591
Jul 1987,25.56723
Jul 1988,22.44614
Jul 1989,19.21773
Jul 1990,15.40782
Jul 1991,24.12319
Jul 1992,25.91917
Jul 1993,15.69146
Jul 1994,16.86311
Jul 1995,24.08882
Jul 1996,21.8394
Jul 1997,21.72638
Jul 1998,17.32843
Jul 1999,21.70919
Jul 2000,30.8408
Jul 2001,18.59275
Jul 2002,18.96025
Jul 2003,27.76291
Jul 2004,29.06115
Jul 2005,20.87008
Jul 2006,17.78283
Jul 2007,12.34414
Jul 2008,19.48848
Jul 2009,11.56737
Jul 2010,27.11891
Jul 2011,14.95133
Jul 2012,29.29969
Jul 2013,19.49629
