Time,NDVI
Oct 1981,0.5778871
Oct 1982,0.5284033
Oct 1983,0.4683549
Oct 1984,0.3541936
Oct 1985,0.3586613
Oct 1986,0.401242
Oct 1987,0.3790484
Oct 1988,0.3510162
Oct 1989,0.3680484
Oct 1990,0.3834839
Oct 1991,0.3083226
Oct 1992,0.4500323
Oct 1993,0.3959355
Oct 1994,0.4877097
Oct 1995,0.3712097
Oct 1996,0.3855645
Oct 1997,0.4245968
Oct 1998,0.4427903
Oct 1999,0.3408549
Oct 2000,0.4311129
Oct 2001,0.4214032
Oct 2002,0.4297258
Oct 2003,0.4329678
Oct 2004,0.4004839
Oct 2005,0.3999839
Oct 2006,0.4089194
