"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,34.17,29.5,75,0,0,0,0
1984,16,2.11,6.71,54.6,100,0,62.57,162.57
1985,16,25,50,75,0,0,0,0
1986,16,56.97,50,75,0,0,0,0
1987,16,60.36,38.78,75,0,0,0,0
1988,16,50,25,75,0,0,0,0
1989,16,71.87,50,75,0,0,0,0
1990,16,6.78,9.98,53.19,91.08,0,67.12,158.2
1991,16,62.48,50,75,0,0,0,0
1992,16,19.89,25,75,25.54,0,0,25.54
1993,16,59.32,50,75,0,0,0,0
1994,16,50,50,75,0,0,0,0
1995,16,29.28,50,75,0,0,0,0
1996,16,75,50,75,0,0,0,0
1997,16,73.77,48.77,75,0,0,0,0
1998,16,75,50,75,0,0,0,0
1999,16,19.34,40.87,75,28.32,0,0,28.32
2000,16,25.56,46.57,73.43,0,0,1.83,1.83
2001,16,32.79,50,75,0,0,0,0
2002,16,29.71,16.4,61.7,0,0,39.68,39.68
2003,16,46.13,45.46,70.46,0,0,11.4,11.4
2004,16,24.55,24.62,53.23,2.26,0,66.99,69.25
2005,16,36.94,48.08,75,0,0,0,0
2006,16,30.08,45.74,70.74,0,0,10.52,10.52
2007,16,42.02,34.87,75,0,0,0,0
2008,16,22.15,25,75,14.25,0,0,14.25
2009,16,62.35,50,75,0,0,0,0
2010,16,52.78,50,75,0,0,0,0
2011,16,39.07,50,75,0,0,0,0
2012,16,25,50,75,0,0,0,0
2013,16,4.66,25.47,70.81,100,0,10.28,110.28
2014,16,14.78,31.74,75,51.09,0,0,51.09
2015,16,22.16,10.87,60.87,14.2,0,42.36,56.56
2016,16,45.38,50,75,0,0,0,0
2017,16,37.7,50,75,0,0,0,0
2018,16,58.62,50,75,0,0,0,0
2019,16,54.38,50,75,0,0,0,0
