Time,NDVI
Jul 1981,0.3566452
Jul 1982,0.06796774
Jul 1983,0.2018549
Jul 1984,0.3365807
Jul 1985,0.2296774
Jul 1986,0.4689032
Jul 1987,0.2521452
Jul 1988,0.2771452
Jul 1989,0.2467903
Jul 1990,0.4298549
Jul 1991,0.2871452
Jul 1992,0.1888387
Jul 1993,0.1072903
Jul 1994,0.170629
Jul 1995,0.3415323
Jul 1996,0.4197903
Jul 1997,0.4634193
Jul 1998,0.252129
Jul 1999,0.3773226
Jul 2000,0.3578226
Jul 2001,0.3522258
Jul 2002,0.1915484
Jul 2003,0.283129
Jul 2004,0.2818387
Jul 2005,0.3072419
Jul 2006,0.288871
