Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.635294117647059,0,0,0,0,0,0.635294117647059,0.635294117647059,0,0,0,0,0,0,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.409677419354839,0.409677419354839,0.409677419354839,0.409677419354839,0,0,0,0.409677419354839,0,0,0,0.409677419354839,0,0,0,0,0,0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1.22352941176471,0.85,0,0,0,17.7735294117647,0,0.85,0,0,0.373529411764706,0,0,0,0,0,0,0,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0
7,0,33.8,6.31176470588236,9.08605042016807,106.2,0,24.8,21.7117647058824,0,0,0,2.77428571428571,0,0,0,0,0,0,0,17.9,0,0,0,0,0,0,17.9,0,0,21.9,0,35.2,0,0,0,0,38.6
8,6.29428571428571,0,10.2028571428571,47.8,3.90857142857143,19,44.4,0,0,32.9,0,15.4,0,0,13.3,0,0,0,15.6,17.9,0,0,57.9,0,0,0,0,0,0,0,0,78.5,14.4,0,0,0,0
9,0,0,25.5371428571429,0,20.8,26.1,45,18.1,0,15.4,0,7.43714285714285,20.8,93.9,0,54.9,0,0,0,0,0,44.9,0,50.3,33.6,0,19.5,0,0,0,0,0,0,0,0,0,16.8
10,8.98857142857142,0,17.0823529411765,31.7,21.6,13.9,12.6,34.7,7.9,0,16.9,9.18235294117647,18.1709243697479,33.8,82.2,0,0,58.3,11.9,42.6,0,70.4,0,18,20.6,7.9,17.5,17.9,6.9,6.8,6,25.8,0,16.6,6.5,20.5,9.4
