Time,NDVI
Jul 1981,0.4882903
Jul 1982,0.3144032
Jul 1983,0.4086452
Jul 1984,0.5155968
Jul 1985,0.5612097
Jul 1986,0.4829032
Jul 1987,0.5567097
Jul 1988,0.455
Jul 1989,0.5555968
Jul 1990,0.3989033
Jul 1991,0.4564839
Jul 1992,0.4230645
Jul 1993,0.4300323
Jul 1994,0.5070968
Jul 1995,0.3924839
Jul 1996,0.5156935
Jul 1997,0.5234678
Jul 1998,0.4665484
Jul 1999,0.4187097
Jul 2000,0.3739677
Jul 2001,0.5961128
Jul 2002,0.5593549
Jul 2003,0.4480161
Jul 2004,0.5637097
Jul 2005,0.4249355
Jul 2006,0.5052742
