"","MIXEDVEGg"
"1981",0.145547184608121
"1982",0.163353395438562
"1983",0.1573137434142
"1984",0.180348462112598
"1985",0.195691883684116
"1986",0.19723600840824
"1987",0.186505389815956
"1988",0.144843530534144
"1989",0.178589326927653
"1990",0.185557398787417
"1991",0.161222922615422
"1992",0.181247555454259
"1993",0.178061601520152
"1994",0.198105805552126
"1995",0.183739640910957
"1996",0.195721210177857
"1997",0.198457632589115
"1998",0.161242463512594
"1999",0.13533450582677
"2000",0.1757071
"2001",0.2123417
"2002",0.1508801
"2003",0.1812973
"2004",0.1746654
"2005",0.1591497
"2006",0.1873512
"2007",0.196805
"2008",0.1498486
"2009",0.1144811
"2010",0.1556344
"2011",0.203422
"2012",0.2022648
"2013",0.174162
"2014",0.1992587
"2015",0.1719954
"2016",0.1926347
"2017",0.2093252
"2018",0.1559855
"2019",0.2123464
