"","1","2","3"
"1983",30.5,34.9,62.2
"1984",13.9,34.9,73.2
"1985",3.2,17.1,67.1
"1986",29.7885714285714,28,64.8
"1987",8.71111111111111,28.8111111111111,61.8
"1988",19.1,33.8,75
"1989",20.8496825396825,28.1,66.7
"1990",20.6,45.6,75
"1991",14.9,32.7,65.6
"1992",0,0,50
"1993",20.3,30.8,75
"1994",30.3,46.4,75
"1995",0,25,75
"1996",42.8,30.8,63
"1997",52.6,49.2,64.9
"1998",19.8,31.6,75
"1999",39.3,50,75
"2000",29.7,50,75
"2001",24.4,36.6,73.5
"2002",15.5,12.4,46.9
"2003",29.6,43.7,71.2
"2004",26.2,29.1,58
"2005",12,33.8,75
"2006",35.5,47.5,64.2
"2007",46.1,50,75
"2008",31.3,34.3,75
"2009",21,46,75
"2010",28,44.1,75
"2011",40.2,43.5,71.6
"2012",31.6,50,67.7
"2013",15.7,31.6,75
"2014",17.4,39.4,70.1
"2015",8.5,25,59.4
"2016",32.2,43.9,69.2
"2017",20.2,38.9,72.1
"2018",39.2,47,75
"2019",6.5,12.4,61.6
