"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,53.78,50,75,0,0,0,0
1984,16,5.76,30.76,75,97.08,0,0,97.08
1985,16,46,50,75,0,0,0,0
1986,16,45.8,50,75,0,0,0,0
1987,16,73.2,50,75,0,0,0,0
1988,16,53.92,28.92,75,0,0,0,0
1989,16,75,50,75,0,0,0,0
1990,16,9.74,26.08,66.34,81.76,0,39.37,121.14
1991,16,24.61,36.19,75,24.56,0,0,24.56
1992,16,36.52,50,75,0,0,0,0
1993,16,75,50,75,0,0,0,0
1994,16,37.96,50,75,0,0,0,0
1995,16,42.36,50,75,0,0,0,0
1996,16,75,50,75,0,0,0,0
1997,16,75,50,75,0,0,0,0
1998,16,67.73,50,75,0,0,0,0
1999,16,50,50,75,0,0,0,0
2000,16,25,50,75,23.08,0,0,23.08
2001,16,33.55,50,75,0,0,0,0
2002,16,19.38,29.26,75,44.67,0,0,44.67
2003,16,30.93,50,75,0.27,0,0,0.27
2004,16,28.24,44.84,69.84,10.6,0,23.45,34.05
2005,16,75,50,75,0,0,0,0
2006,16,29.96,50,75,4.01,0,0,4.01
2007,16,66.1,50,75,0,0,0,0
2008,16,53.78,50,75,0,0,0,0
2009,16,46.31,46.31,75,0,0,0,0
2010,16,63.09,50,75,0,0,0,0
2011,16,60.84,50,75,0,0,0,0
2012,16,33.24,50,75,0,0,0,0
2013,16,32.26,46.48,71.48,0,0,16.01,16.01
2014,16,50,50,75,0,0,0,0
2015,16,12.23,25,75,72.19,0,0,72.19
2016,16,57.86,50,75,0,0,0,0
2017,16,48.56,50,75,0,0,0,0
2018,16,60.25,50,75,0,0,0,0
2019,16,75,50,75,0,0,0,0
