Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.57741935483871,0.57741935483871,0.57741935483871,0,0,0,0.592570869990225,0.592570869990225,0,0.592570869990225,0,0,0.0151515151515152,0,0,0,0,0,0,0,0,0,0,0,17.9,0,0,0,0,0,0,0,0,0,0.5,0,0
6,2.45555555555556,22.1,2.91437908496733,2.4702614379085,2.45555555555556,0,2.45555555555556,2.89967320261438,2.45555555555556,0.0147058823529412,2.45555555555556,2.45555555555556,2.89967320261438,0,2.45555555555556,2.45555555555556,2.45555555555556,0,2.45555555555556,2.45555555555556,2.45555555555556,0,2.45555555555556,2.45555555555556,2.45555555555556,0,17.5555555555556,2.95555555555556,2.45555555555556,0,2.45555555555556,2.45555555555556,2.45555555555556,0,2.45555555555556,2.45555555555556,2.45555555555556
7,0,19.2,4.78235294117647,7.43949579831932,29.3,0,0,4.78235294117647,0,0,0,2.65714285714285,0,40.7,41,0,0,0,0,21.7,0,0,0,30.4,0,0,0,21.6,0,0,0,34.4,0,0,17.3,0,0
8,6.53714285714286,25.2,13.2057142857143,25.2,6.66857142857143,0,19.6,0,19.6,15.7,37.7,0,33.1,0,19.6,0,0,0,20.5,0,0,0,51.4,49.2,0,0,0,0,19.6,0,0,43.5,26.4,22.9,0,17.3,15.7
9,0,0,35.8628571428571,0,0,0,49.4,26.4,0,0,26.4,8.96285714285715,0,76.5,0,13.8,0,13.8,34,86.9,0,0,15.9,15.9,24.3,0,32.7,14.9,0,55.7,25.1,0,42.9,0,0,0,62.6
10,18.5057142857143,0,22.4764705882353,35.6,35.1,34.3,14.3,20.8,46.3,16.3,50.5,10.8764705882353,22.8821848739496,34.6,66.6,0,0,99,0,32,0,39.9,0,23.9,24.1,11.1,10.6,28.3,15.4,16,10,20.4,0,25.1,0,37.6,24.1
11,59.1,21.4,14.1,33.2,28.8969696969697,53.4,30.2,5.6,0,11.8,28.2608585858586,18,64.7,41.4,12.2,37.9969696969697,18.9,58,0,7.2,33.4,53.1,40.9969696969697,29.7,25.3,19.1,9.1,60.2,0,59,50.4,21.2,0,38.2,7,10.3,44.3
