Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.0117647058823529,0,0,0,0,0,0.0117647058823529,0.0117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0.855882352941177,2.65873949579832,0,0,0,22.1558823529412,0,0,11.1,1.80285714285714,0,29.1,0,0,0,0,0,12.8,0,0,0,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1.37142857142857,0,4.37428571428571,0,3.00285714285714,0,0,0,0,0,19,0,22.3,0,16.8,0,0,0,0,0,0,0,34.6,0,0,0,0,25.7,15.7,0,0,19,0,0,0,0,0
9,0,0,2.64285714285714,0,0,0,29.1,0,0,0,0,2.64285714285714,29.1,66.8,0,0,0,0,0,0,0,0,0,0,0,0,34.3,0,0,0,0,0,0,0,0,0,0
10,3.74857142857143,3.1,7.95882352941176,2.7,4,7.6,4.6,3.2,28.4,0,8.1,3.15882352941176,6.90739495798319,8.8,18.3,0,0,55.7,0,5.2,3.5,17.7,0,4.3,2.9,9.8,11.7,4.6,2.9,0,3.2,2.5,6.5,0,3.2,8.8,2.5
11,0,13.8,0,16.8,16.3272727272727,16,11.1,0,19.1,8.8,9.59393939393939,0,21.1,3,3.9,4.42727272727273,15.7,36.8,0,0,5.5,7.9,10.5272727272727,11.5,4.2,17.5,2.8,16.6,3.7,17.6,14.2,13.1,6.8,16.2,6.1,0,4.3
