Time,HainET30Y Evapotranspiration
Oct 1983,18.04754
Oct 1984,22.85206
Oct 1985,25.7421
Oct 1986,26.17023
Oct 1987,15.79331
Oct 1988,27.35822
Oct 1989,28.88907
Oct 1990,18.7832
Oct 1991,25.03059
Oct 1992,23.20326
Oct 1993,30.92824
Oct 1994,30.88402
Oct 1995,28.19616
Oct 1996,32.71053
Oct 1997,17.67499
Oct 1998,39.42395
Oct 1999,33.67654
Oct 2000,27.75361
Oct 2001,32.46392
Oct 2002,34.27328
Oct 2003,36.69869
Oct 2004,19.13841
Oct 2005,38.64635
Oct 2006,35.6387
Oct 2007,31.69071
Oct 2008,27.66806
Oct 2009,25.18393
Oct 2010,26.78638
Oct 2011,28.36383
Oct 2012,33.8909
Oct 2013,19.97979
