Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0.0858815833333333,0.0858815833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.091737,0,0,0,0,0,0,0,0,0
2,0,0,0.123680648648649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.576184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0.136219351351351,0,0,0,0,0,5.040116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,2.966011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0.323854274603175,0.255308388888889,0.0685458857142857,0,3.691785,16.46091,0,0,0,0,0,2.399106,0,0.0685458857142857,0,0,0,5.499317,0,0,0,3.679705,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0.0933091351351351,0,0.472509513513513,0,0,0,0,0,9.624323,0,0,0,0,0,0,0,0,0,0,0,14.430703,0,0,0,0,9.457208,8.939658,0,0,6.849866,0,3.799081,0,0,0
9,0,0,17.2595780555556,0,0,0,0,0,0,0,0.291898055555556,0,18.16208,14.949693,0,20.118711,0,0,0,0,0,0,0,0,4.400904,0,6.480654,0,0,5.778642,0,0,0,0,0,0,0
10,0.551219666666667,0,0.722976540540541,0.30780972972973,0,0,2.69664644144144,0.377236216216216,40.213988,0,3.163137,0.155545324324324,0.376974333333333,0,30.27561,0,0,29.826364,0,0,0,32.414374,0,0,0,6.713335,21.798948,0,0,0,5.755177,0,0,0,0,0,0
11,0,5.113477,0,0,0,4.102786,5.53494463888889,0,22.51803,7.485034,0.275106083333333,0,1.992091,0,0,0.0710981944444444,8.670406,17.064176,0,0,0,0,0.113966277777778,0,0,6.244177,0,3.664171,0,5.809882,19.016968,6.851112,0,15.19319,0,0,0
12,9.9795782248366,0,21.8175930184874,0,1.36198747222222,0,2.45498807563025,18.372471,0,0,17.54725,0,10.34568,88.177428,18.1793,2.729402,0,23.61929,0,0,0,0,9.747412,0,12.807472,17.0714,0,9.546635,11.54718,0,0,28.297423,0,0,13.36482,0,0
13,7.311336,1.242281,23.7387031134921,1.38281030555556,4.80547,0,0,0,29.733284,0,0,36.836423,32.22021,16.799847,9.20794608571429,0,0,14.97121,0,3.746586,0,0,0,17.316104,0,13.49508,0,10.101848,0,5.699858,0,0,20.983951,39.708533,4.091261,14.364831,0
14,7.536499,13.984351,22.3069147428571,3.9050975484127,83.868672,0,12.3268285833333,0,0,2.580686,17.1056,0,0,66.931169,98.001832,22.208354,0,9.275891,0,0,0,0,2.774895,48.724035,0,32.07425,0,0,23.730775,6.155491,20.82411,52.987189,4.28549,9.957603,95.178237,0,20.116166
15,22.871986,109.7408,205.261973,9.22351662857143,131.387631,0,14.4230371111111,0,27.53326,0,55.693977,50.14718,43.539182,50.742615,76.633182,17.8374266285714,8.967693,6.039866,0,0,6.595938,0,32.0386,0,4.749647,7.196728,0,0,79.483508,0,0,66.164333,16.991692,4.690094,22.994818,53.912655,35.148582
16,51.307458,0,0,0,23.19979,46.413231,61.9408778888889,0,8.79607,0,127.888427805556,12.963661,17.359232,51.954049,62.886782,17.727915,25.98059,0,8.546725,0,0,0,38.306975,0,24.275524,18.123044,0,87.906981,10.837323,2.8607,0,0,0,7.856325,13.200258,14.886439,55.84638
17,3.77788352777778,0,20.995588,20.798802,46.750881,36.014374,71.07616,0,4.629611,11.520812,27.571045,0,0,48.012829,34.915704,48.142301,0,0,0,15.125767,5.929925,3.244719,58.82722,4.956498,16.820138,10.660191,70.660957,13.088768,47.618768,5.378962,7.264209,35.72418,12.23152,28.86932,10.358834,20.365123,107.940909
18,46.3522689142857,5.75901686111111,61.7661525833333,80.2884798333333,119.150054072619,3.922772,41.479611,9.74159,11.18818,27.345387,76.708103,141.119141,54.376244,54.45037,27.942068,39.36889,55.86217,31.186075,28.611578,4.258759,27.436242,25.600948,29.131663,132.699509,33.17634,30.483112,21.3132327,34.617613,53.082629,59.769693,39.031249,115.777437,0,87.412132,86.32979,32.759909,59.666493
19,54.8377041764706,118.626135,171.353958,107.726140176471,160.398705571429,75.226217,78.638125,16.337584,173.035073,50.246399,233.56491,107.16058,86.6109301923436,76.672013,178.15938,52.37851,76.984431,51.284832,43.021696,38.563619,36.076534,19.840639,67.647141,66.83737,55.284112,57.058248,111.09961,50.564953,90.254746,61.761461,21.477741,119.848659,64.323264,94.81306,102.749009,120.464196,50.951608
20,40.2413233611111,68.873882,166.633159,132.59191,33.858992,129.976051,85.666034,65.99742,98.874123,86.896325,83.205162,34.1034001944444,154.122146,97.991151,45.413862,100.998655,122.321531,63.128725,42.479813,79.796963,54.365011,46.314906,32.550601,72.51181,103.75135,77.623529,80.096731,95.569335,43.143435,107.145041,104.089264,96.732187,34.623388,171.788121,64.038895,44.232687,95.809159
21,90.1014096,80.839086,146.984323,100.358439805556,88.3080926111111,185.649857138889,37.010042,80.1548546,170.5668508,57.938841,114.907919,112.353614,151.020803,115.9556,130.124406,148.689217,135.477532,88.453129,64.973567,91.066833,35.495512,74.732454,78.688264,147.794054,200.764922,69.466382,148.019466,49.408339,78.19332,97.327266,159.758898,162.517203,77.420199,132.255986,52.59408,80.587916,51.791187
22,177.740939,109.17578,127.386016,169.964689527778,105.614015,182.751473,114.771509277778,72.9234461666667,48.329791,85.132767,126.897553,57.492761,137.813454,121.602695,88.19059,113.252172,96.426596,75.148004,85.186562,58.364722,59.10978,85.825899,65.903625,112.000572,126.706075,87.337396,99.8839454,104.35524,50.993643,121.537624,78.680543,155.022297,122.526446,96.583347,137.065852,104.450243,60.02364
23,50.26864,70.7757795611111,103.125768777778,109.621259247222,100.139671888889,101.06229,83.369749,96.464318,171.584933,65.959634,66.8779227833333,215.609239519444,50.849199,129.31045,110.453336,137.665309,145.215625,96.16172,95.020249,53.672433,85.647629,62.061081,35.156741,68.376739,154.264027,90.470652,47.889926,135.524626,44.112171,77.981664,85.99724,81.5046617,119.688098,159.137126,153.924882,92.592614,35.1439839
24,71.924331,128.748316,177.896889,231.896535,145.822327,83.344847,53.885143,41.485707,150.471266444444,85.451007,98.997373,72.0708599,107.674805,183.606376,67.151031,99.027824,167.521599,54.460056,42.785038,75.464908,66.129209,40.051081,72.13329,117.655859,70.243762,57.756547,106.88968,80.282726,68.448479,106.321261,141.866981,159.446782,103.765127,117.166624,151.40512,135.725542,178.529956
25,54.089892,73.6676303153595,101.698379,159.475048194444,109.628829,95.228319,49.7899801764706,65.833957,85.894625,37.55402,110.544340176471,155.550122,110.61049,88.827219,17.742618,47.358398,74.16114,50.186321,25.148602,76.648422,59.058548,37.207348,57.463313,109.329969,96.479482,114.843662,57.733125,70.663589,25.125387,59.417598,57.383465,109.257329,129.153303,85.545839,43.027444,149.312117,94.574154
26,58.0584760588235,53.115427,64.6361730588235,93.545275,101.79187,100.256068230252,17.2246086111111,86.848379,22.218729,53.2465011111111,46.923852,60.86327,18.0372871714286,57.27792,27.488744,48.688826,45.065489,44.826925,11.707177,9.750499,40.099513,42.187373,48.639418,52.055361,68.690928,16.963811,0,25.737939,19.179717,50.062838,28.79803,72.840104,77.850864,39.165582,37.461463,92.604179,70.451472
27,4.677623,42.5394631944444,10.0866,38.866339,1.13094677142857,9.671818,3.57689,72.07344,16.361498,7.28776977142857,25.828808,26.9721955,0,0,22.329583,14.0362925555556,33.755072,15.971415,24.919554,12.17231,26.007215,6.159068,25.32016,21.22168,0,2.293046,0,11.40358,18.200948,0,0,25.86356,41.701385,35.460116,28.811495,1.443816,35.951381
28,0,0,5.633188,96.4871004166667,25.737596,16.930967,4.19553630555556,0,37.184267,0,56.840214,0,0,0,11.623798,32.4616365833333,116.261666,20.23477,0,7.167443,0.2068143,6.118095,5.45028,6.009314,0,10.67547,0,15.438424,0,3.464962,15.03423,63.023636,8.134854,9.24315,7.534695,5.494538,103.527329
29,12.2715,0,0,0,30.95787,25.9749839166667,7.128596,0,8.10381,0,1.64008477777778,0,0.702430828571429,0,21.3665958285714,19.584281,20.031068,43.14446,7.047112,2.368841,3.176659,10.964038,0,6.60261,24.321886,0,5.98618,8.541233,0,0,11.08222,6.019275,6.341609,19.871581,0,25.82869,50.18031
30,0,1.16868573174603,0.725695,20.50949,15.311642,0,0.3361892,0.3361892,0.634958,21.187264,26.853572,10.47791,10.2989,0,34.4858473428571,0,0,4.529177,0,7.765017,0,0,0,11.888813,0,0,0,0,0,0,3.36821,0,22.019702,0,9.774886,4.911438,0
31,0.143422388888889,0.325567714285714,0,0,0,0,5.48081165873015,0.384265972222222,0,5.163206,0,0,0,0,10.07029,0,0,0,0,0,0,0,0,0,0,47.92434,0,0,0,22.953582,0,0,0,11.39487,0,0,0
32,0.1107025,0.329155764705882,7.427411,0,0,0.218453264705882,0.1107025,0,0,0,0,0,0,0,3.763885,0,0,0,0,0,0,0,0,0,0,0,0.218453264705882,0,0,0,0,0,0,0,0,6.692367,0
33,0,0.898536603361345,0,0,0,0.898536603361345,0,0,0,0,0,0.329174117647059,0,0,0,0,0,0,0,0,0,17.383107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7365
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,1.04269028571429,0,1.04269028571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.49416
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
