Time,NDVI
Jul 1981,0.2677097
Jul 1982,0.1782581
Jul 1983,0.1171935
Jul 1984,0.1417742
Jul 1985,0.2256129
Jul 1986,0.297871
Jul 1987,0.3169355
Jul 1988,0.1446129
Jul 1989,0.2667742
Jul 1990,0.3052581
Jul 1991,0.1408065
Jul 1992,0.1514839
Jul 1993,0.2894516
Jul 1994,0.3285806
Jul 1995,0.1434839
Jul 1996,0.4439355
Jul 1997,0.3804194
Jul 1998,0.2446129
Jul 1999,0.142871
Jul 2000,0.2670645
Jul 2001,0.3096774
Jul 2002,0.3131291
Jul 2003,0.1773871
Jul 2004,0.3005807
Jul 2005,0.3294194
Jul 2006,0.2689032
