"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,20.81,8.52,54.31,20.94,0,45.79,66.73
1984,16,45.65,30.21,55.21,0,0,43.7,43.7
1985,16,2.55,27.55,75,100,0,0,100
1986,16,65.46,50,75,0,0,0,0
1987,16,38.28,38.28,62.21,0,0,27.42,27.42
1988,16,22.82,32.95,75,10.91,0,0,10.91
1989,16,15.27,38.17,75,48.66,0,0,48.66
1990,16,31.51,50,75,0,0,0,0
1991,16,38.17,50,75,0,0,0,0
1992,16,21.42,21.41,59.62,17.89,0,33.44,51.32
1993,16,55.69,50,75,0,0,0,0
1994,16,56.93,50,75,0,0,0,0
1995,16,27.59,50,75,0,0,0,0
1996,16,50,25,75,0,0,0,0
1997,16,75,50,75,0,0,0,0
1998,16,43.97,50,75,0,0,0,0
1999,16,41.99,50,75,0,0,0,0
2000,16,31.12,38.6,75,0,0,0,0
2001,16,74.99,50,75,0,0,0,0
2002,16,32.04,43.79,72.82,0,0,2.74,2.74
2003,16,22.61,31.52,75,11.96,0,0,11.96
2004,16,25,45.42,70.42,0,0,8.33,8.33
2005,16,18.96,43.96,75,30.2,0,0,30.2
2006,16,35.02,46.11,73.8,0,0,0.47,0.47
2007,16,43.79,43.79,75,0,0,0,0
2008,16,65.95,50,75,0,0,0,0
2009,16,50,50,75,0,0,0,0
2010,16,28.71,39.21,64.21,0,0,22.77,22.77
2011,16,50.09,50,75,0,0,0,0
2012,16,25,50,75,0,0,0,0
2013,16,42.25,39.4,75,0,0,0,0
2014,16,25,50,75,0,0,0,0
2015,16,46.03,25.82,38.7,0,0,82.1,82.1
2016,16,63.97,50,75,0,0,0,0
2017,16,3.53,25,75,100,0,0,100
2018,16,71.52,46.52,75,0,0,0,0
2019,16,60.96,50,75,0,0,0,0
