T2,MODIS HAIN ET
Oct 2000,23.9
Oct 2001,26.1
Oct 2002,10.4
Oct 2003,23.8
Oct 2004,22.1
Oct 2005,44.4
Oct 2006,48.2
Oct 2007,72.0
Oct 2008,54.8
Oct 2009,34.6
Oct 2010,65.0
Oct 2011,30.9
Oct 2012,28.7
Oct 2013,38.9
Oct 2014,28.5
