"year","MIXEDET"
1983,19.4727690191219
1984,21.0309439824031
1985,22.0914381469228
1986,25.0143209790059
1987,26.2741110069419
1988,9.93023367025163
1989,24.5496267632459
1990,17.916247541799
1991,24.1664614137901
1992,22.1099590371267
1993,22.4432796366871
1994,12.0917093118913
1995,17.6070733796417
1996,28.7984575363028
1997,28.7395047576088
1998,23.5137131916603
1999,28.4367136054918
2000,19.57571
2001,21.63616
2002,14.39899
2003,24.75072
2004,20.43207
2005,25.27018
2006,25.35074
2007,34.27007
2008,18.38481
2009,22.32732
2010,30.9319
2011,20.93675
2012,25.89834
2013,30.6122577338051
2014,22.80856
