"year","MIXEDET"
1983,20.4540460561202
1984,20.6113199758462
1985,20.8805680377609
1986,29.5742728512015
1987,20.5639876862961
1988,22.8227196144236
1989,24.4071756456396
1990,23.7257394613109
1991,27.3155542074662
1992,21.1585705141615
1993,21.0429165953225
1994,31.9782430396859
1995,31.2074028955838
1996,33.1712611691663
1997,23.3089150860052
1998,29.9985232017692
1999,29.233714171744
2000,35.73025
2001,34.70653
2002,21.53907
2003,25.8813
2004,20.78517
2005,21.30374
2006,30.29069
2007,27.23869
2008,30.34888
2009,23.85282
2010,29.59593
2011,29.65753
2012,24.28627
2013,27.0782551088881
2014,36.09653
