"","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2014"
"Jan",18.94191,34.21449,50.37091,36.32473,29.82462,35.34345,19.01396,40.58952,25.03262,16.02842,20.2279,30.666,23.55225,22.19945
"Feb",11.40406,29.23789,24.96603,30.74755,32.32924,27.74296,21.21457,34.1092,21.11378,14.76154,11.66661,17.77126,12.52348,23.05706
"Mar",17.98482,27.00531,27.78992,32.54275,23.6286,34.96688,25.14258,25.12291,5.718535,20.47138,20.23335,20.74246,16.18034,16.91394
"Apr",11.95683,20.18078,24.84232,24.74726,22.39037,15.63779,22.60967,21.02773,9.26627,12.00439,16.04262,15.3568,18.78546,12.43309
"May",9.357132,12.79449,9.604211,9.60418,7.433013,21.34709,14.96589,10.33237,12.01384,7.794889,17.40908,16.86606,12.24218,13.90924
"Jun",4.633242,4.96595,5.147094,9.089993,10.38519,11.28989,8.513654,12.99895,11.18508,5.856812,10.18052,12.54683,9.899344,7.85675
"Jul",19.57571,21.63616,14.39899,24.75072,20.43207,25.27018,25.35074,34.27007,18.38481,22.32732,30.9319,20.93675,25.89834,22.80856
"Aug",41.97665,49.77582,36.35678,37.11382,39.10378,34.40505,41.51719,46.42055,32.16122,36.77085,40.50883,42.09908,42.87722,40.96105
"Sep",43.21387,48.19008,39.24062,42.6888,32.21913,36.04367,41.49608,44.05107,36.91739,36.68785,46.41729,44.96474,43.0222,45.01162
"Oct",35.73025,34.70653,21.53907,25.8813,20.78517,21.30374,30.29069,27.23869,30.34888,23.85282,29.59593,29.65753,24.28627,36.09653
"Nov",26.11889,22.13825,16.84746,21.66596,20.33728,18.55614,24.36583,19.72369,26.2431,16.44706,21.7521,36.04223,18.38067,28.28993
"Dec",32.30011,19.5141,34.53376,20.89033,31.20905,12.65667,41.36031,16.533,17.07605,20.7521,18.02825,23.66142,16.85692,21.92339
