"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,30.9,29.41,75,0,0,0,0
1984,16,7.17,6.39,53.72,27.53,0,54.28,81.81
1985,16,5.57,26.04,75,81.09,0,0,81.09
1986,16,25,50,75,0,0,0,0
1987,16,50.67,44.14,58.32,0,0,38.95,38.95
1988,16,9.57,25,75,0,0,0,0
1989,16,7.95,30.28,75,1.83,0,0,1.83
1990,16,0,4.9,54.9,100,0,50.33,150.33
1991,16,5.82,25,75,72.77,0,0,72.77
1992,16,0,25,75,100,0,0,100
1993,16,35.59,34.72,75,0,0,0,0
1994,16,50,50,75,0,0,0,0
1995,16,17.13,42.13,75,0,0,0,0
1996,16,41.24,35.8,75,0,0,0,0
1997,16,60.15,50,75,0,0,0,0
1998,16,44.04,50,75,0,0,0,0
1999,16,13.03,33.99,75,0,0,0,0
2000,16,27.4,46.9,71.9,0,0,0,0
2001,16,0,0,50,100,0,66.67,166.67
2002,16,9.82,29.88,75,0,0,0,0
2003,16,30.03,50,75,0,0,0,0
2004,16,21.89,24.52,52.63,0,0,57.91,57.91
2005,16,13.56,38.56,75,0,0,0,0
2006,16,25,49.89,74.89,0,0,0,0
2007,16,31.76,44.47,75,0,0,0,0
2008,16,7.56,26.76,75,14.62,0,0,14.62
2009,16,30.23,34.98,75,0,0,0,0
2010,16,44.64,19.76,58.81,0,0,37.32,37.32
2011,16,35.5,35.5,75,0,0,0,0
2012,16,25,50,75,0,0,0,0
2013,16,25,42.19,67.19,0,0,9.35,9.35
2014,16,6.97,31.97,75,34.21,0,0,34.21
2015,16,0,19.06,69.06,100,0,3.13,103.13
2016,16,27.48,37.38,75,0,0,0,0
2017,16,38.93,50,73.51,0,0,0,0
2018,16,54.82,50,75,0,0,0,0
2019,16,59.53,48.75,57.54,0,0,41.54,41.54
