Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.483870967741935,0.483870967741935,0.483870967741935,0.483870967741935,0,0,0,0.483870967741935,0,0,0,0.483870967741935,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1.64516129032258,1.64516129032258,1.64516129032258,0,0,35.3,4.69061583577712,4.69061583577712,0,4.69061583577712,0,0,3.04545454545454,0,0,0,0,0,0,0,17.7,0,0,0,23,0,0,0,0,0,0,0,0,0,61.8,0,13.7
6,0,0,3.43235294117647,32.3823529411765,17.7,0,0,1.95,32.7,1.48235294117647,17.7,0,1.95,0,0,0,0,0,0,0,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,19.1,5.15294117647059,9.44436974789916,77.7,0,0,27.3529411764706,0,0,0,20.1914285714286,0,22.2,32.4,15.9,0,0,22.2,59.6,0,0,0,0,0,0,21.2,0,0,0,0,17,0,0,0,0,0
8,7.54285714285714,13.5,15.2457142857143,32,21.2028571428571,0,30.2,0,16.2,31.3,14.9,31.3,23.3,0,33.3,0,0,0,37.6,0,0,10.7,59,57.9,19.9,0,0,10.7,0,0,0,42,14.5,11.4,11,0,19.4
9,29,0,11.36,12.5,18.2,0,37.4,24,14.4,0,22.1,11.36,0,111.7,47.7,45.3,0,18.2,0,73.5,24,0,0,18.2,12.4,0,29.7,11.5,0,84.5,22.2,13.4,30.7,12.5,37.6,0,82.3
10,22.5771428571429,0,11.6823529411765,53.3,35.4,44.3,11.7,23.8,26.7,8,63.5,11.6823529411765,24.5594957983193,17.5,61.6,0,0,72.4,0,79.1,0,50.2,0,34.9,15.9,12.3,37.4,18.3,30.8,21.6,22.7,20.7,0,32,0,9.3,34.8
11,71.3,19.4,20.8,44.2,27.5151515151515,29.5,17.9,0,0,8.7,29.4651515151515,22.3,63.3,58.6,10.3,25.2151515151515,19.9,45,0,18.1,45.7,61.6,40.0151515151515,38.7,44.5,20.9,12,51.3,0,54.4,46.6,16.1,0,44.4,0,19.7,62.8
12,60.5,0,62.5,31,14.02,25.9,22.72,94.7,0,27,68.7,27.6,22.2,8.7,28,21.8,12.5,37.3,8.7,0,29.3,25.6,46.5,0,21.8,28.5,0,20.9,27,34.2,27.4,62,0,27.7,49,22.5,13
13,21.9,44.7,10.2393939393939,15.7,22.8,5.5,0,0,42.1393939393939,45.9,19.7908225108225,15.1,21.4,20.7,0,10.2393939393939,0,34.4,34.1,14.2,5.5,0,39.7,8.8,0,54.4,0,54.5,0,24,5.8,14.1,53.9,45.1,31,16.6514285714286,0
14,33,35.5,0,14.8222222222222,45.7,6.5,5.9,0,11.1,15.1,34.6,17.5,25.3,39.2,4.8,14,0,0,3.4,6.7,4.7,0,26.5,5.7,18.9,20.8,10.8,0,35.4,4.1,6.8,23.4,7.3,0,52.7,6.4,11.8
15,55.7,11.2,5.7,24.34,63.3,4.4,7.04,0,18.4,5,8.1,0,28.1,65.2,19.1,5,4.4,4.4,0,0,0,0,19.2,0,7.3,4.7,0,4.7,43.1,0,0,20.2,35.5,0,15,0,17.8
16,6.6,1.6,0,1.12857142857143,1.6,0,1.52579365079365,0,0,0,0.7,0.5,1.5,6.3,7.8,0,0,0.8,0,1.2,1.6,0,0.8,0,4.4,4.9,1.6,0,0.5,1.9,0,0,1.5,1.6,0,3.7,2.7
17,0.5,0.8,0.5,1.4,0,0.6,0.5,0,1.5,0,1.1,1.1,0.6,3.3,2.2,0,0.6,0,0.5,0,0,0,0,1,2.1,0,0,0.7,0.9,0,0,0,0,0,0,1.4,0
18,0,0,0,35.4,8.78611111111111,10.3,0,0,20.4,0,15.4,0,13.7,0,24.4,16.7,31.3,18.7,38.2,0,0,31.3,20.9,0,21.8,0,10.3,36.1,7.5,20.8,0,0,5.9,19.1,14.5,20.7,0
19,19.75,0,16.7,59.7,27.3,35.7,35.9,36,64.4,11.5,0,41.7,12.1,114.3,124.8,63.3,80.2,28.6,13.2,19.4,54.9,12.1,50.6,50,187,25.8,53.8,36.8,39,52.5,50.7,11.2,22.8,31.3,66.2,41.3,44.3
20,19.4,11.7,69.8,16.6,10.5,163.1,93.8,84.3,36.2,21.3,65.6,59.8,44.5,82.7,51.6,91.4,89.6,41.4,69.6,20.2,14,79.7,58.8,17.4,133.5,53.2,42.7,198.1,62.8,53.5,110.8,26.1,27,44.7,26.4,47.7,42.8
21,42.3,24.1,7.9,86.925,39.8527777777778,147.6,36.4,50.3,69.5,55.8,44.6,85.1,111.5,22.7,14.7,153.3,74.5,118.1,127.8,58.1,76,23.8,81.6,55.8,63.1,56.4,78,78.6,92.8,110.8,112,84,6.6,146.8,36.3,50.1,69.1
22,22.8,11,35.1,82.1579365079365,55.0857142857143,104.5,54.7,24.7,43.2,92.8,37.8,34.5,105,74.3,47.5,76.4,41.6,179.6,145.9,94.3,93.8,122.4,49.1,119.7,100.5,57,7.9,107.8,137.2,101.9,84.9,113.7,110.3,139.4,61.1,116.5,153.7
23,61.8,37.4393939393939,14.9,46.1393939393939,67.5393939393939,73.9,27.8,19.7,47.1,146.1,46.1393939393939,168.5,96.7,48.1,52.4,137.9,115.1,145.9,130.3,49,134.8,84.7,55.6,32.4,55.5,30.8,40.2,156.1,54.1,52.7,116.7,51.2,33.3,58,148.9,74.8,67.8
24,50.9,9.9,61.2,79,8.8,66.7,18.1,11.6,6.9,75.3,44.1,94.6,56.4,139.6,20,166.3,136.7,76.7,71.5,36.4,93.8,11.6,134.3,116.8,63.9,63.1,125.1,153.9,80.9,48.2,43.6,113.7,95.2722222222222,18.4,126.3,65.7,44.3
25,0,27.8426890756303,27.9,33.1941176470588,5.4,30,26.7485714285714,16.7,10,14.7,24.9,16.3,19.1,56.1,5.1,47.8,42,20.8,24.3,49.7,17.7,12,22.8,52.6,38.4,55.8,12.3,37.1,21.4,12.8,39.6,36.4,33.3941176470588,32.4,31.9,57,18
26,12.1,23.3,15.8971428571428,20.6,7.7,30.0971428571428,12.1,10.5,9.6,27.1,3.3,0,4.4,12.5,18.2,23.9,21.6,16.7,23.8,29.8,8.9,15.2,8.6,3.1,18,10.5,8,19.9,3.1,3.3,14.3,35.4,22.9,8.9,18.3,41.8,20.3
27,3.3,6.8,8.1,5.8,6.8,13.2,11.3511437908497,22.4,14.2,14,18,9.8,5.67058823529412,2.6,13.2,20.5,13.5,29.3,9.1,5.9,26.9,4,13.1,9.47058823529412,0,18,0,4.9,12.5,6.1,8.1,11.9,8.6,13.6,19.7,7.8,21.8
28,6.31428571428571,0,6.4,0,11.4,15.8,4.5,12.4,30.1,16.7,6.31428571428571,0,0,4.6,8.3,33.6,42.4,15.5,4.7,0,5.2,6.4,0,0,8.6,7.6,6.2,6.2,0,0,27.7,37.5,0,0,10.6,0,43.3
29,3.76571428571429,0,8,0,0,0,5.7,0,0,0,7.65714285714286,0,3.89142857142857,0,37.5,16.4,38.4,14.6,0,0,0,7,0,5.4,0,9.1,32.4,0,0,0,9.4,8.1,0,0,27.9,28.4,19.7
30,2.58,0,5.2,3.8,0,0,0,0,0,0,5.2,0,3.8,2.58,51.5,3.6,0,16.6,0,4.7,0,10.5,0,35.4,0,45.9,3.8,0,0,9.6,0,0,10.3,5.9,0,0,0
31,0,0,4.53142857142858,4.53142857142858,0,0,9.21388888888889,0,0,51.2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,63.4,0,0,100.8,8.7,0,0,17.1,193.5,0,44.6,0
32,5.56060606060606,9.79884135472371,0,0,0,9.79884135472371,0,0,0,29.9,4.23823529411765,13.4,5.56060606060606,24.2,63.2,0,0,0,0,0,0,0,29.6,0,0,0,0,0,0,0,74.8,30,33.9,0,13.4,0,15.2
33,0,10.059243697479,0,4.07352941176471,0,10.059243697479,32.4,0,0,0,0,0,0,47.6,30.3,0,0,0,0,0,0,0,0,0,0,0,43.2,0,0,0,60.6,45.4,0,0,0,32.4,56.1
34,0,19,0,0,0,3.79941176470588,18.0794117647059,0,20.4,0,1.62,0,7.5,0,0,0,0,7.5,0,0,0,7.5,0,34.3,0,0,9.7,9,0,0,0,0,2.17941176470588,0,0,0,0
35,0,0,2.22873949579832,0,0,2.22873949579832,25.6,0,0,0,0,0,27.9,0,0,0,0,14.1,0,0,0,0,0,1.50588235294118,0,0,0,8.9,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0.930952380952381,0,0,0,0.914285714285714,0,0,0,0,0,0,0,0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,0,0,0,0
