"","1","2","3"
"1983",7.1,19.75,64.15
"1984",2.4,0,35.8
"1985",0.5,16.7,49.6
"1986",27.5285714285714,50,66.6
"1987",10.3861111111111,33.7861111111111,60.5
"1988",10.9,35.3,75
"1989",2.02579365079365,25,75
"1990",0,25,75
"1991",21.9,45.4,75
"1992",0,11.5,57.8
"1993",17.2,15.4,50
"1994",1.6,25,75
"1995",15.8,25.8,62.1
"1996",9.6,25,72.7
"1997",34.4,49.4,64.7
"1998",16.7,41.7,75
"1999",25.6,50,75
"2000",19.5,43.7,75
"2001",25.5,38.2,63.2
"2002",1.2,19.4,64.6
"2003",1.6,25,64
"2004",25,37.1,60.9
"2005",21.7,45.9,75
"2006",1,25,67.4
"2007",28.3,46.8,75
"2008",4.9,25,75
"2009",11.9,35.3,75
"2010",25.7,50,75
"2011",8.9,32.5,75
"2012",22.7,45.8,75
"2013",0,25,75
"2014",0,11.2,61.2
"2015",7.4,28.7,54.4
"2016",20.7,44.1,75
"2017",14.5,39.5,75
"2018",25.8,45.7,75
"2019",2.7,25,75
