Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.0147058823529412,0,0,0,0,0,0.0147058823529412,0.0147058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0.0121212121212121,0.0121212121212121,0,0.0121212121212121,0,0,0.0121212121212121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0.0323529411764706,0.0609243697478992,0,0,0,0.0323529411764706,0,0,0,0.0285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0.5
8,0.02,0,2.89142857142858,0,2.87142857142857,0,0,0,0,0,0,0,0,0,20.2,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,15,40.6,0,0,0,0,0
9,0,0,17.3285714285714,0,0,0,12.7,0,0,0,0,2.32857142857143,6.7,47.7,0,23.9,0,0,12.7,0,0,0,0,0,0,0,17.2,0,0,0,0,0,0,0,0,0,0
10,2.36285714285714,0,3.32058823529412,0,6.6,2.9,1.8,3,15.1,2.4,3.7,1.92058823529412,4.28344537815126,3.3,18.3,0,0,26,5.7,6.4,0,12.4,0,3.4,1.5,8.6,2.6,3.1,0,2.1,3.6,3,2,2.3,0,2.8,4
11,6.9,2.9,2.9,3.8,6.0969696969697,4.8,5.1,5.1,6.3,7.1,5.3469696969697,4.2,8,5.1,8.3,6.0969696969697,4.7,17,1.5,0,0,2.7,7.7969696969697,8.2,11.1,15,1.9,5.3,0,6,1.4,9.7,0,3.7,6,0,7.8
