Time,NDVI
Oct 1981,0.738742
Oct 1982,0.7077258
Oct 1983,0.6648387
Oct 1984,0.6277258
Oct 1985,0.646
Oct 1986,0.6735484
Oct 1987,0.5092258
Oct 1988,0.6936935
Oct 1989,0.6645968
Oct 1990,0.7295968
Oct 1991,0.6741936
Oct 1992,0.6644516
Oct 1993,0.658484
Oct 1994,0.6844516
Oct 1995,0.6752903
Oct 1996,0.5186613
Oct 1997,0.5376291
Oct 1998,0.664
Oct 1999,0.6734678
Oct 2000,0.4959033
Oct 2001,0.6454517
Oct 2002,0.6068549
Oct 2003,0.6050323
Oct 2004,0.6435
Oct 2005,0.6259355
Oct 2006,0.5947903
