Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0.0151515151515152,0.0151515151515152,0,0.0151515151515152,0,0,0.0151515151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
6,2.1,18.9,2.1,2.1,2.1,0,2.1,2.1,2.1,0,2.1,2.1,2.1,0,2.1,2.1,2.1,0,2.1,2.1,2.1,0,2.1,2.1,2.1,0,2.1,2.1,2.1,0,2.1,2.1,2.1,0,2.1,2.1,2.1
7,0,23.1,33.4676470588235,4.6590756302521,0,0,0,28.1676470588235,0,0,0,3.09142857142857,0,30.2,0,0,0,0,0,0,0,0,26.6,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3.34571428571428,0,7.66857142857142,30.2,4.32285714285714,0,16.9,0,0,0,53.7,0,0,0,22,23.1,0,0,0,0,0,0,45.1,16.9,0,0,0,37.2,0,0,0,23.3,0,0,0,0,0
9,0,0,4.41142857142856,0,0,0,40.7,0,0,0,0,4.41142857142856,0,89.4,0,0,30.2,0,0,58,0,0,0,0,41.8,0,43.8,0,0,0,0,0,0,0,0,0,0
10,7.13142857142858,0,10.1323529411765,13.4,5.4,15.4,10.8,9,46.7,0,26.3,6.03235294117648,13.1637815126051,20,26.5,0,0,93.9,5.3,19.6,0,37.3,0,11.8,9.4,21.2,12.1,9.2,7.7,8.6,5.2,4,3.8,3.8,0,13.8,10.4
11,7.4,17,5.6,45.1,29.2848484848485,29,24.1,0,17.5,9.1,18.1015151515152,14.6,40.1,19.5,4.9,18.2848484848485,17.6,54.1,0,0,6.3,23,18.2848484848485,27.5,7,24.5,0,30.2,9.5,30,32,13.8,9,20.8,18,0,28.6
12,19.2,5.3,39.7,21.7,9.02285714285714,0,9.02285714285714,60,9.7,10.7,41.7,18.1,16.3,30.8,5.3,12.5,12.3,20.1,8.2,0,10.8,18.2,35.9,11.5,16.4,22.4,4.3,14.8,19.4,14.3,4.1,55.4,0,12.5,23.3,11.4,6.2
13,28.1,5.6,10.3606060606061,7.2,21.3,15.5,4.2,9.6,52.0606060606061,35.9,18.0548917748918,34.8,23.7,28.7,29,14.0606060606061,4.2,16,18.6,0,4.2,0,4.2,24.4,0,25.7,0,51.9,0,20,10.5,11,37.7,51.9,37.8,11.7942857142857,0
14,28.8,11.8,16.2,17.5,63.5,5.3,19.7,0,5.3,4.5,38,14.6,8.4,43,18.8,19.8,0,0,0,0,9.6,0,19.9,18.4,12.2,31.4,12.3,0,31.1,10.4,24.6,53.2,0,2.9,82.2,0,24.1
15,18.8,14.6,0,26,95.5,4.6,9.1,4.6,18.2,5.2,18.2,0,23.8,74,55.9,11,0,0,0,5.9,5.9,4.6,34.7,18.8,7.4,4.3,0,4.9,62.5,7.8,5.2,37,9,9.4,8.8,14.5,37.3
16,22.3,0,0,5.32857142857143,5.6,13.5,10.5619047619048,0,6,0,39.7,16.4,5.3,36.6,42.3,27,4.1,10.1,8.8,16.5,7.4,4.6,6,9.5,13.5,20.2,7.3,14.1,0,0,0,0,0,0,7.2,12.3,18.6
17,4.8,8.2,15,18.9,33.4,5.5,20.7,4.8,16.3,6.2,12,6.9,0,30.2,26.7,6.2,15.9,5.9,12.3,19.4,19.5,6.8,11.6,15.2,21.7,14.4,10.3,13.4,59.9,11.2,9.6,7.3,6.6,11.1,0,22.4,37.4
18,7.2,18,22.8,47.4,24.0694444444444,10.5,10,18,11,14.7,16.1,33.9,12.8,19.2,35.1,7.8,29.6,36.2,21,9.1,29,38.7,26.3,42.7,35.5,21.7,37,18,30.9,66.6,35.6,19.5,0,31.7,25.2,26.6,18
19,24.5444444444445,39.6,48.4,58.8,35.9,41.6,30.5,31.2,39,28.5,49.9,81.4,55.5,51.6,83.8,63.3,71.9,42.6,42.6,25.7,79.7,26,72.9,40.2,100.2,60.1,63.8,42.2,48.4,71.9,58.5,69.4,47.2,47,64.8,74.5,56.9
20,29,52.3,95.8,54,30.2,98.6,54.8,62.9,33.6,60,51.9,62.4,79.6,78,34.7,74.6,93,76.3,57.9,29.8,33.9,72.7,46.9,37,106.7,62.2,60.4,109.4,38.7,45.1,57.8,50.9,47.7,58,56.9,55.7,41.9
21,46.8,34.4,49.1,94.9638888888889,50.5222222222222,108,47.8,44.7,39.2,67.8,46.5,82.9,99.1,23.8,44.2,129.8,55,78.5,102.2,67.5,62.5,69.6,73.9,51.4,86.9,59.8,92.5,72.7,85.3,106.6,73.4,65.2,46.7,130.4,45.3,61.2,48.9
22,39.5,38.9,37.3,67.537380952381,68.2457142857143,78.8,62.8,26.2,51,68.6,35.7,19.4,62.3,48.3,54.5,63.1,51,134,113,65.2,77.5,98.6,48.3,59.4,90.8,55.3,27.2,71.2,82.5,101.1,75.7,105.9,74.8,84.4,57.6,99.6,103.6
23,37.4,48.7,28.7,41.8,53.9,54.1,51.2,11.5,36.4,93,37.2,99.6,61.4,42.3,53.6,104.9,70.7,86.3,105.4,57.9,95.9,63.2,62.5,59.3,47.4,48.7,51.6,93.3,47.1,45.5,63.6,46.3,53.6,41.3,91.3,54.9,29.9
24,52.3,23.6,39,44,34.2,39.8,24.5,14.6,25.3,60.2,49.6,53.7,65.7,73.5,21.9,130.3,83.4,50.5,53.3,43.1,81.9,25.4,94.5,84.7,62.5,42.3,101.8,89.5,58.1,52.2,50.8,86,71.1111111111111,39,107.4,52.6,50
25,8.9,19.6394957983193,25.1,20.2823529411765,11.6,8,12.7571428571428,14.7,13.5,10.1,19.8,16.8,12,30.1,8.5,25.6,23.5,17.1,16,34.9,16.1,10.2,17.8,36,23.4,42.9,10.8,29.4,17.2,17.8,16.1,31.2,21.5823529411765,21.5,21.2,26.7,17.9
26,7.8,16.2,9.03428571428571,9.9,4.4,14.2342857142857,8.5,7,4,7.6,7.6,9.6,7.7,5.5,3.2,14,11.4,4.7,10.7,10.2,9.9,6.8,8.2,4.8,7.8,7.9,2.8,10,5.5,7,9.2,16.7,10.4,8.8,3,18.4,9.4
