"","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2014"
"Jan",22.33646,32.88189,51.65517,31.30934,25.4635,31.81882,17.26435,45.31843,26.64524,14.40921,21.1909,29.06497,21.00966,20.41926
"Feb",14.79073,29.0458,23.98234,29.70007,27.99154,24.71845,18.84572,31.7647,21.64538,15.97236,10.32765,14.8101,11.47281,19.66431
"Mar",22.31769,22.2189,28.49148,31.7004,21.77376,31.29148,24.18222,25.01925,5.745453,19.31851,19.11863,19.71847,16.44603,14.22814
"Apr",12.61832,19.69166,24.61847,25.30044,22.46388,13.24601,19.20958,21.86452,9.836287,11.5275,15.84547,13.10035,16.87324,10.59157
"May",9.517967,12.4643,10.26372,10.28227,6.972928,21.06358,15.66368,11.02769,12.9998,8.327334,17.5182,17.13621,13.46366,14.55466
"Jun",4.909074,4.945664,5.181801,11.10952,14.10905,12.57324,10.14601,15.61861,14.20896,7.500081,12.86386,14.67321,12.1004,9.091278
"Jul",22.59186,25.56318,16.50001,34.34625,26.02836,31.62767,32.06479,41.89019,20.67325,29.59152,45.58123,25.08245,30.21935,27.54576
"Aug",48.27256,56.74417,41.14449,42.9547,44.0805,32.19127,48.56437,44.43656,31.03865,37.13765,47.2461,45.87273,42.02818,44.98232
"Sep",36.69067,38.20847,33.02796,35.32685,32.00925,28.34626,37.1645,35.68168,27.31003,31.17292,37.90967,35.31934,33.62841,39.86398
"Oct",32.21894,32.06383,18.86434,23.36366,21.70987,20.21922,28.89213,24.1181,26.0364,21.83695,24.77285,23.55587,21.15565,30.55546
"Nov",24.81911,22.41823,17.93685,22.41834,22.38235,19.10078,26.65553,18.40001,22.53707,17.68241,20.66421,34.64675,18.27363,29.0008
"Dec",30.79119,18.87254,31.88242,19.24525,29.93786,12.282,46.4187,15.89097,14.81867,17.91866,18.07318,21.51002,15.04588,21.46423
