"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,24.09,11.33,54.83,4.53,0,57.64,62.17
1984,16,65.33,50,75,0,0,0,0
1985,16,1.76,26.76,75,100,0,0,100
1986,16,32.25,50,75,0,0,0,0
1987,16,38.3,38.3,75,0,0,0,0
1988,16,32.14,36.46,75,0,0,0,0
1989,16,28.35,33.45,75,0,0,0,0
1990,16,17.85,42.85,75,35.76,0,0,35.76
1991,16,36.06,50,75,0,0,0,0
1992,16,21.11,17.13,55.41,19.46,0,55.98,75.44
1993,16,50.33,50,75,0,0,0,0
1994,16,57.16,50,75,0,0,0,0
1995,16,28.39,50,75,0,0,0,0
1996,16,75,50,75,0,0,0,0
1997,16,72.85,50,60.48,0,0,41.47,41.47
1998,16,50,50,75,0,0,0,0
1999,16,33.23,50,75,0,0,0,0
2000,16,29.9,37.63,75,0,0,0,0
2001,16,75,50,75,0,0,0,0
2002,16,29.05,50,75,0,0,0,0
2003,16,39.05,39.07,75,0,0,0,0
2004,16,23.81,45.33,71.52,5.96,0,9.94,15.89
2005,16,13.39,38.39,75,58.06,0,0,58.06
2006,16,31.13,45.27,75,0,0,0,0
2007,16,44.34,45.42,75,0,0,0,0
2008,16,65.88,50,75,0,0,0,0
2009,16,25,25,75,0,0,0,0
2010,16,35.49,49.1,74.1,0,0,2.57,2.57
2011,16,27.84,37.3,75,0,0,0,0
2012,16,25,50,75,0,0,0,0
2013,16,28.11,28.11,75,0,0,0,0
2014,16,25,50,75,0,0,0,0
2015,16,49.67,28.27,50.24,0,0,70.75,70.75
2016,16,48.07,50,75,0,0,0,0
2017,16,3.51,25,75,100,0,0,100
2018,16,70.43,45.43,75,0,0,0,0
2019,16,63.67,50,75,0,0,0,0
