"","MIXEDET"
"1983",-2.84033577601313
"1984",-8.61175450513461
"1985",46.9751488644433
"1986",22.7197208609249
"1987",8.01753778822335
"1988",22.0516164102168
"1989",52.4830541383746
"1990",-18.8066919469468
"1991",8.16360543861824
"1992",20.0299089601441
"1993",51.0266192279829
"1994",44.960249350248
"1995",44.0081007057877
"1996",33.9117179378021
"1997",6.94922651012781
"1998",65.8514520774069
"1999",70.4505513771756
"2000",21
"2001",3.2
"2002",0.2
"2003",24.5
"2004",2.5
"2005",32.9
"2006",64.3
"2007",81.2
"2008",58.2
"2009",31.2
"2010",66.6
"2011",30.1
"2012",25.6
"2013",41.9
"2014",35.4
