T2,MODIS HAIN ET
Jul 2000,39.0
Jul 2001,22.8
Jul 2002,11.8
Jul 2003,56.9
Jul 2004,29.0
Jul 2005,66.0
Jul 2006,36.9
Jul 2007,81.5
Jul 2008,74.5
Jul 2009,47.4
Jul 2010,53.4
Jul 2011,27.2
Jul 2012,61.5
Jul 2013,7.3
Jul 2014,29.3
