"","MIXEDET"
"1983",14.0178026402437
"1984",72.1559408488558
"1985",58.9816894122739
"1986",57.5361012832829
"1987",1.15550355216506
"1988",47.5374254216467
"1989",60.4416453238058
"1990",46.9425519231078
"1991",40.8491339587975
"1992",62.6316383177809
"1993",10.9611308129933
"1994",80.2834347595666
"1995",78.5483624193793
"1996",63.5265205760441
"1997",15.4264957227097
"1998",109.57455409981
"1999",106.713000307067
"2000",38.8
"2001",22.6
"2002",7.9
"2003",76.9
"2004",29.2
"2005",93
"2006",87.8
"2007",88.4
"2008",86.6
"2009",60.6
"2010",94.8
"2011",65
"2012",65
"2013",88.8
"2014",73.1
