"","MIXEDET"
"1983",31.7391012179548
"1984",109.741351171149
"1985",97.6086179327055
"1986",110.580404445337
"1987",76.3998580188878
"1988",89.1227902589294
"1989",94.8492430039759
"1990",93.0307409793653
"1991",53.6823475347507
"1992",36.9641251952547
"1993",86.8013141433522
"1994",134.193172181511
"1995",83.9215757060538
"1996",99.2737323191971
"1997",47.8548192042868
"1998",46.404275808582
"1999",37.30026161267
"2000",78.4
"2001",31
"2002",27.3
"2003",90.9
"2004",55.9
"2005",99.7
"2006",92.3
"2007",97.7
"2008",93.1
"2009",96.4
"2010",93.5
"2011",99.5
"2012",94.1
"2013",91
"2014",94.3
