"","1","2","3"
"1983",28.4,35.2,62.2
"1984",12.7,31.3,75
"1985",3.7,25,75
"1986",39.2971428571429,50,75
"1987",17.6305555555556,26.6305555555556,65.2
"1988",21.3,35.9,75
"1989",29.1193650793651,40.8,75
"1990",20.5,41.4,75
"1991",18.7,40,75
"1992",0,0,50
"1993",16,25,75
"1994",28.7,46.7,75
"1995",10.9,35.9,75
"1996",50,32.2,75
"1997",53.4,50,73.8
"1998",0,25,75
"1999",26.1,46.7,75
"2000",31.3,50,75
"2001",33.7,41.7,66.7
"2002",11,20.4,67.7
"2003",21.2,34,75
"2004",25.3,31.4,59.7
"2005",22.3,44.5,75
"2006",31,50,70.3
"2007",43.5,49,75
"2008",31.9,34.5,75
"2009",16.6,37.8,75
"2010",32.4,50,75
"2011",44.9,44.9,75
"2012",25,50,75
"2013",11.7,32.7,75
"2014",20.8,45.8,75
"2015",18.3,33.1,62.6
"2016",35.3,50,75
"2017",23.1,45.5,75
"2018",45.9,50,75
"2019",19.6,35.9,75
