Time,NDVI
Oct 1981,0.4960645
Oct 1982,0.5070646
Oct 1983,0.4328871
Oct 1984,0.3139678
Oct 1985,0.3899355
Oct 1986,0.3858065
Oct 1987,0.3563871
Oct 1988,0.3648065
Oct 1989,0.3222581
Oct 1990,0.5034355
Oct 1991,0.3510645
Oct 1992,0.3951613
Oct 1993,0.3362097
Oct 1994,0.615371
Oct 1995,0.3427097
Oct 1996,0.368629
Oct 1997,0.3366936
Oct 1998,0.4026129
Oct 1999,0.413871
Oct 2000,0.4322258
Oct 2001,0.404371
Oct 2002,0.3715162
Oct 2003,0.3992097
Oct 2004,0.3459194
Oct 2005,0.3535484
Oct 2006,0.3920161
