Time,NDVI
Oct 1981,0.5727258
Oct 1982,0.6282903
Oct 1983,0.4932581
Oct 1984,0.4709194
Oct 1985,0.4823226
Oct 1986,0.5695
Oct 1987,0.5011291
Oct 1988,0.4565968
Oct 1989,0.5658065
Oct 1990,0.5103871
Oct 1991,0.4948549
Oct 1992,0.5564355
Oct 1993,0.4564677
Oct 1994,0.6091452
Oct 1995,0.4710161
Oct 1996,0.4573226
Oct 1997,0.4223226
Oct 1998,0.4981774
Oct 1999,0.5597742
Oct 2000,0.422871
Oct 2001,0.4604194
Oct 2002,0.4865807
Oct 2003,0.4977097
Oct 2004,0.4307581
Oct 2005,0.4929516
Oct 2006,0.4557419
