Time,HainET30Y Evapotranspiration
Jul 1983,32.85574
Jul 1984,21.32699
Jul 1985,23.02778
Jul 1986,25.61068
Jul 1987,31.72188
Jul 1988,24.14141
Jul 1989,32.41357
Jul 1990,15.04092
Jul 1991,25.81295
Jul 1992,33.39909
Jul 1993,33.49276
Jul 1994,16.84296
Jul 1995,22.14957
Jul 1996,26.77847
Jul 1997,23.9232
Jul 1998,26.69895
Jul 1999,34.23685
Jul 2000,42.054
Jul 2001,26.00702
Jul 2002,32.50863
Jul 2003,32.67701
Jul 2004,38.58698
Jul 2005,26.73415
Jul 2006,25.02866
Jul 2007,25.3466
Jul 2008,22.1475
Jul 2009,18.50573
Jul 2010,31.8499
Jul 2011,22.61448
Jul 2012,30.82257
Jul 2013,17.20175
