T2,MODIS HAIN ET
Jul 2000,18.2
Jul 2001,11.3
Jul 2002,3.0
Jul 2003,29.9
Jul 2004,30.8
Jul 2005,38.1
Jul 2006,30.4
Jul 2007,59.1
Jul 2008,37.8
Jul 2009,27.9
Jul 2010,45.1
Jul 2011,15.0
Jul 2012,38.2
Jul 2013,6.0
Jul 2014,18.9
