Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.593548387096774,0.593548387096774,0.593548387096774,0,0,0,0.611730205278592,0.611730205278592,0,0.611730205278592,0,0,0.0181818181818182,0,0,0,0,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0
6,2.25555555555556,20.3,2.66437908496733,2.25555555555556,2.25555555555556,0,2.25555555555556,2.66437908496733,2.25555555555556,0,2.25555555555556,2.25555555555556,2.66437908496733,0,2.25555555555556,2.25555555555556,2.25555555555556,0,2.25555555555556,2.25555555555556,2.25555555555556,0,2.25555555555556,2.25555555555556,2.25555555555556,0,16.1555555555556,2.25555555555556,2.25555555555556,0,2.25555555555556,2.25555555555556,2.25555555555556,0,2.25555555555556,2.25555555555556,2.25555555555556
7,0,13.3,2.40294117647059,4.43722689075631,15.1,0,0,2.40294117647059,0,0,20.6,2.03428571428572,0,16.9,23.7,0,0,0,0,13.4,0,0,0,26.9,0,0,0,0,0,0,0,23,0,0,0,0,0
8,2.36,9.3,5.25428571428572,24.1,2.89428571428572,0,17.1,0,0,0,0,0,22.9,0,9.3,0,0,0,10.6,0,0,10.6,37.4,0,0,0,0,0,0,0,0,16,0,0,0,0,26.6
9,0,0,3.16571428571429,0,0,0,22.7,0,0,0,20.3,3.16571428571429,8.8,35.7,0,13.1,0,0,0,36.4,0,0,10.9,0,20.2,0,9.7,0,0,9.3,0,0,0,10.7,0,0,7.3
10,3.64857142857143,0,7.02352941176471,9.5,11.9,10.9,3.6,7.3,4.3,2.8,12.8,6.32352941176471,7.17210084033614,5.2,22.5,0,0,42.1,0,12.4,0,20.2,0,7.4,9.7,8.5,4,9.2,4.2,5.3,3.6,2.3,0,9.1,0,3.2,9.2
